cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/10/06 16:40,ALAMOS AVE / MARYSVILLE BLVD,2,2B        ,546,TOWED/STORED VEHICLE,7000,38.61936618,-121.4382088
1/10/06 16:46,1701 ARDEN WAY,2,2C        ,619,459 PC  BURGLARY BUSINESS,2203,38.60027317,-121.4252477
1/10/06 16:50,NORWOOD AVE / JESSIE AVE,2,2A        ,233,TOWED/STORED VEH-14602.6,7000,38.64404243,-121.4568936
1/10/06 16:51,NOGALES ST / OSMER LN,2,2B        ,525,12025(A)1)CONCLD GUN VEH/FEL,5202,38.63153999,-121.4367266
1/10/06 16:52,STOCKTON BLVD / LEMON HILL AVE,6,6B        ,1401,TRAFFIC-ACCIDENT INJURY,5400,38.51585289,-121.4383522
1/10/06 17:00,2241 ROYALE RD,2,2C        ,616,10851(A)VC TAKE VEH W/O OWNER,2404,38.6059953,-121.4284911
1/10/06 17:00,3001 OTTUMWA DR,1,1A        ,123,459 PC  BURGLARY BUSINESS,2203,38.66144962,-121.5292529
1/10/06 17:00,RIVERSIDE BLVD / W ST,3,3A        ,784,TRAFFIC-ACCIDENT INJURY,5400,38.56567077,-121.4983269
1/10/06 17:00,480 LITTLE RIVER WAY,4,4C        ,1284,484 PC  PETTY THEFT/ OUTSIDE,2309,38.4894192,-121.5427895
1/10/06 17:00,50 THATCHER CIR,5,5B        ,1604,459 PC  BURGLARY VEHICLE,2299,38.47587955,-121.4410698
1/10/06 17:08,ARENA BLVD / INNOVATOR DR,1,1A        ,305,TRAFFIC-ACCIDENT INJURY,5400,38.64600077,-121.5132343
1/10/06 17:30,1814 19TH ST,3,3A        ,776,475(A)PC POSS FORGED CHK/NOTE,2506,38.56796664,-121.4852542
1/10/06 17:30,4995 STOCKTON BLVD,6,6B        ,1086,476 PC PASS FICTICIOUS CHECK,2501,38.53046628,-121.4433516
1/10/06 17:30,3173 MARYSVILLE BLVD,2,2B        ,545,NON INJ HR/MAIL OUT REPORT,7000,38.62496247,-121.4337087
1/10/06 17:30,ETHEL WAY / FRUITRIDGE RD,6,          ,1084,459 PC  BURGLARY VEHICLE,2299,38.52491808,-121.4522664
1/10/06 17:30,4100 NORTHGATE BLVD,1,1C        ,309,484 PC PETTY THEFT,2399,38.64316291,-121.4745819
1/10/06 17:30,WATT AVE / US 50 EB,3,3C        ,1106,NON INJ HR/MAIL OUT REPORT,7000,38.55863257,-121.3793225
1/10/06 17:34,1701 ARDEN WAY,2,2C        ,619,484 PETTY THEFT-SHOPLIFT,2303,38.60027317,-121.4252477
1/10/06 17:38,14TH AVE / 60TH ST,6,6B        ,1058,20001(A) VC HIT/RUN INJ/DEATH,5401,38.53951607,-121.4352432
1/10/06 17:40,1760 SOUTH AVE,2,2B        ,526,SAFEKEEPING - I RPT,7000,38.63253662,-121.4260658
1/10/06 17:44,1886 ARDEN WAY,2,2C        ,628,484 PC PETTY THEFT,2399,38.5978936,-121.4238252
1/10/06 17:46,MACK RD / FRANKLIN BLVD,5,5B        ,1603,TOWED/STORED VEH-14602.6,7000,38.47429277,-121.4503108
1/10/06 17:50,4700 NATOMAS BLVD,1,1A        ,145,666 PC PETTY THEFT W/PRI CONV,2399,38.65941872,-121.5096441
1/10/06 18:00,1993 LEFORD WAY,5,5A        ,1512,459 PC  BURGLARY RESIDENCE,2204,38.47215453,-121.4912852
1/10/06 18:00,NORWOOD AVE / LAS PALMAS AVE,2,2B        ,542,484 PC  PETTY THEFT/ OUTSIDE,2309,38.61874708,-121.4569463
1/10/06 18:00,1730 I ST,3,3M        ,736,459 PC  BURGLARY VEHICLE,2299,38.57829626,-121.482654
1/10/06 18:17,3020 FLORIN RD,5,5A        ,1365,211 PC  ROBBERY UNSPECIFIED,1299,38.49547672,-121.4718913
1/10/06 18:20,72 LAKESHORE CIR,4,4C        ,1265,459 PC  BURGLARY RESIDENCE,2204,38.50990576,-121.5302484
1/10/06 18:20,3021 OTTUMWA DR,1,1A        ,123,459 PC  BURGLARY BUSINESS,2203,38.66123935,-121.5295379
1/10/06 18:30,5715 61ST ST,6,6B        ,1402,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.52285617,-121.4335119
1/10/06 18:30,STOCKTON BLVD / LAWRENCE DR,6,6B        ,1086,1203.2 PC VIOLATION OF PROBATI,5012,38.52983357,-121.4448282
1/10/06 18:30,1900 EL CAMINO AVE,2,2C        ,606,10851(A)VC TAKE VEH W/O OWNER,2404,38.61041662,-121.4230206
1/10/06 18:30,1000 CASILADA WAY,4,4A        ,1203,459 PC  BURGLARY RESIDENCE,2204,38.52991087,-121.5224402
1/10/06 18:32,3311 NORTHGATE BLVD,1,1C        ,408,459 PC  BURGLARY BUSINESS,2203,38.62809515,-121.4756171
1/10/06 18:38,MARTIN LUTHER KING JR BLVD / 16TH AVE,6,6A        ,1052,MISSING PERSON,7000,38.53760783,-121.4647446
1/10/06 19:00,4149 56TH ST,6,6B        ,1065,10851(A)VC TAKE VEH W/O OWNER,2404,38.53634384,-121.4407606
1/10/06 19:00,3200 TRUXEL RD,1,1C        ,414,10851(A)VC TAKE VEH W/O OWNER,2404,38.62648616,-121.4966948
1/10/06 19:00,5023 FRUITRIDGE RD,6,6B        ,1084,459 PC  BURGLARY BUSINESS,2203,38.52501505,-121.4455298
1/10/06 19:00,2616 G ST,3,3B        ,728,HARASSMENT - I RPT,7000,38.57732399,-121.4698616
1/10/06 19:00,1800 L ST,3,3M        ,746,459 PC  BURGLARY VEHICLE,2299,38.57493581,-121.483399
