cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/18/06 18:40,LAMPASAS AVE / EDGEWATER RD,2,2B        ,551,10851 VC AUTO THEFT LOCATE,2404,38.61507796,-121.4615346
1/18/06 18:47,3243 AZEVEDO DR,1,1B        ,410,211 PC ROBBERY-PURSE SNATCH,1210,38.62607633,-121.5099854
1/18/06 18:48,108 TIVOLI WAY,3,3C        ,802,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.58089148,-121.451116
1/18/06 18:50,651 I ST,3,3M        ,732,11357(B)HS POSS -28.5GR MARIJ,3562,38.58314743,-121.4974099
1/18/06 19:00,2750 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON,7000,38.53881527,-121.479014
1/18/06 19:00,2570 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON,7000,38.54005859,-121.4813264
1/18/06 19:00,1407 MCALLISTER AVE,4,4C        ,1311,484 PC   PETTY THEFT/INSIDE,2308,38.51473168,-121.5042454
1/18/06 19:00,12TH ST / K ST L ST ALY,3,3M        ,744,10851(A)VC TAKE VEH W/O OWNER,2404,38.57795109,-121.4915172
1/18/06 19:00,43RD ST / 8TH AVE,6,6A        ,1034,TRAFFIC-ACCIDENT INJURY,5400,38.54454492,-121.4566752
1/18/06 19:00,W ST / 26TH ST,3,3B        ,788,459 PC  BURGLARY VEHICLE,2299,38.56027062,-121.4780844
1/18/06 19:10,3231 LA SOLIDAD WAY,6,6A        ,1032,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.5448064,-121.4620963
1/18/06 19:16,12TH ST / E ST,3,3A        ,715,11350(A)HS POSS CNTRL SUBST,3532,38.58506592,-121.4884229
1/18/06 19:28,757 ALAMOS AVE,2,2B        ,543,3056 PAROLE VIO - I RPT,7000,38.62053806,-121.4489382
1/18/06 19:43,2001 BROADWAY,4,4A        ,907,9.04.050C POSS OPEN CONTAINER,7399,38.56037767,-121.4866729
1/18/06 19:45,3200 TRUXEL RD,1,1C        ,414,594(B)(2)(A) VANDALISM/ -$400,2999,38.62586276,-121.4960446
1/18/06 20:00,4740 FREEPORT BLVD,4,4A        ,956,212.5(B) ROB-VICINITY OF ATM,1299,38.53218208,-121.4953461
1/18/06 20:00,I ST / 7TH ST,3,3M        ,732,459 PC  BURGLARY VEHICLE,2299,38.58246459,-121.4969844
1/18/06 20:00,1690 ARDEN WAY,2,2C        ,628,459 PC  BURGLARY VEHICLE,2299,38.59808509,-121.4275537
1/18/06 20:01,BROADWAY / 13TH ST,4,4A        ,905,11350(A)HS POSS CNTRL SUBST,3532,38.56266375,-121.4963791
1/18/06 20:08,HIGH ST / ARCADE BLVD,2,2B        ,545,211 PC  ROBBERY UNSPECIFIED,1299,38.62592409,-121.4349437
1/18/06 20:11,8590 FRUITRIDGE RD,6,6C        ,1411,10851 VC AUTO THEFT LOCATE,2404,38.52442868,-121.3875267
1/18/06 20:15,MACK RD / VALLEY HI DR,5,5C        ,1606,TOWED/STORED VEH-14602.6,7000,38.47421612,-121.42717
1/18/06 20:29,2000 GRAND AVE,2,2A        ,517,TOWED/STORED VEHICLE,7000,38.63596222,-121.419733
1/18/06 20:30,7461 LOMA VERDE WAY,5,5A        ,1386,10851(A)VC TAKE VEH W/O OWNER,2404,38.4885729,-121.4772144
1/18/06 20:30,8178 LAKE FOREST DR,3,3C        ,1103,594(B)(2)(A) VANDALISM/ -$400,2999,38.55048482,-121.4037764
1/18/06 20:30,GARDEN HWY / NORTHGATE BLVD,1,1C        ,449,NON INJ HR/MAIL OUT REPORT,7000,38.60672341,-121.4755923
1/18/06 20:36,2338 FLORIN RD,5,5A        ,1364,11357(B)HS POSS -28.5GR MARIJ,3562,38.49502927,-121.4847037
1/18/06 21:00,640 ELEANOR AVE,2,2B        ,552,11377(A)HS POSS AMPHETAMINES,3572,38.61647499,-121.4514476
1/18/06 21:00,2750 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON,7000,38.53881527,-121.479014
1/18/06 21:00,1011 DEL PASO BLVD,2,2C        ,611,484 PETTY THEFT/LICENSE PLATE,2399,38.60337222,-121.4657312
1/18/06 21:00,3038 40TH ST,6,6A        ,1032,MISSING PERSON,7000,38.54624499,-121.4608546
1/18/06 21:00,4101 INNOVATOR DR,1,1A        ,336,484 PETTY THEFT/LICENSE PLATE,2399,38.64420903,-121.5129034
1/18/06 21:00,3940 MARYSVILLE BLVD,2,2A        ,506,10851(A)VC TAKE VEH W/O OWNER,2404,38.6397966,-121.4287837
1/18/06 21:00,3038 40TH ST,6,6A        ,1032,MISSING PERSON,7000,38.54624499,-121.4608546
1/18/06 21:04,44TH ST / 14TH AVE,6,          ,1053,148.9 PC FALSE ID TO OFFICER,4803,38.53944288,-121.4554904
1/18/06 21:06,FRANKLIN BLVD / MACK RD,5,5B        ,1603,4140 BP  POSS OF HYPO NEEDLE,3599,38.47429277,-121.4503108
1/18/06 21:30,STOCKTON BLVD / MASSIE CT,5,5C        ,1607,529 PC FALSE PERSONATION,2604,38.47581524,-121.4196575
1/18/06 21:37,5631 53RD ST,6,6B        ,1401,TOWED/STORED VEHICLE,7000,38.52433302,-121.4435986
1/18/06 21:45,DEL PASO BLVD / EL CAMINO AVE,2,2C        ,563,FOUND PROPERTY - I RPT,7000,38.61112661,-121.4487064
1/18/06 21:48,5631 53RD ST,6,6B        ,1401,TOWED/STORED VEHICLE,7000,38.52433302,-121.4435986
