cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/27/06 10:45,1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE,2299,38.54016571,-121.500048
1/27/06 10:48,5301 ELMER WAY,4,4A        ,1207,NARCOTICS SUSP/EVID/ACT- I RPT,7000,38.52716098,-121.5155442
1/27/06 10:50,18TH AVE / FRANKLIN BLVD,4,4B        ,958,TOWED/STORED VEH-14602.6,7000,38.53627722,-121.4745855
1/27/06 10:55,3840 TAYLOR ST,2,2A        ,502,10851 VC AUTO THEFT LOCATE,2404,38.63831524,-121.4524033
1/27/06 11:00,414 K ST,3,3M        ,742,594(B)(2)(A) VANDALISM/ -$400,2999,38.58062786,-121.5014996
1/27/06 11:00,3825 FIG ST,2,2A        ,505,484G(B) PC ACCESS CARD FRAUD,2605,38.63748393,-121.4320162
1/27/06 11:00,4520 VALLEY HI DR,5,5B        ,1618,484G(B) PC ACCESS CARD FRAUD,2605,38.46691818,-121.4499484
1/27/06 11:05,113 K ST,3,3M        ,741,484 PETTY THEFT-SHOPLIFT,2303,38.58245363,-121.5052755
1/27/06 11:11,SPLENDID WAY / STATUE WAY,5,5C        ,1654,SUSP PERS-NO CRIME - I RPT,7000,38.44063532,-121.41229
1/27/06 11:15,US 50 EB / 59TH ST,6,6B        ,1018,MISSING PERSON,7000,38.55309324,-121.4366149
1/27/06 11:20,1933 63RD AVE,5,5A        ,1361,TOWED/STORED VEHICLE,7000,38.49406933,-121.495549
1/27/06 11:30,3541 TRUXEL RD,1,1A        ,337,BOMBS/THREATS/EXPLOSIV- I RPT,7000,38.63585275,-121.5031054
1/27/06 11:30,3741 DAYTON ST,2,2A        ,517,484 PC   PETTY THEFT/INSIDE,2308,38.63623413,-121.418649
1/27/06 11:35,3713 DRY CREEK RD,2,2A        ,514,11377(A)HS POSS AMPHETAMINES,3572,38.63533654,-121.4387656
1/27/06 11:45,800 EVANS ST,2,2B        ,523,10851 VC AUTO THEFT LOCATE,2404,38.62694709,-121.4472084
1/27/06 11:50,1900 V ST,3,3B        ,786,508 PC   EMBEZZLEMENT/EMPLOYEE,2799,38.56342315,-121.4867244
1/27/06 11:59,7575 RUSH RIVER DR,4,4C        ,1293,SUSPICIOUS VEHICLE - I RPT,7000,38.484472,-121.5320507
1/27/06 12:00,8314 SUNNY CREEK WAY,5,5C        ,1645,484 PETTY THEFT/LICENSE PLATE,2399,38.45879792,-121.4250202
1/27/06 12:00,45 BLUE FERN CT,1,1B        ,475,10851(A)VC TAKE VEH W/O OWNER,2404,38.61164049,-121.5379286
1/27/06 12:00,7724 FRUITRIDGE RD,6,6C        ,1405,487(A) GRAND THEFT-INSIDE,2308,38.52472132,-121.4132581
1/27/06 12:00,8109 FRUITRIDGE RD,6,6C        ,1145,TRAFFIC-ACCIDENT-NON INJURY,5400,38.52547643,-121.4084001
1/27/06 12:00,2638 27TH ST,4,4A        ,908,TOWED/STORED VEHICLE,7000,38.55497273,-121.4797003
1/27/06 12:06,2250 68TH AVE,5,5A        ,1384,GANG ACTIVITY - I RPT,7000,38.48934244,-121.4859396
1/27/06 12:07,COLFAX ST / ARDEN WAY,2,2C        ,611,20002(A) HIT/RUN,5401,38.606174,-121.464146
1/27/06 12:09,2338 FLORIN RD,5,5A        ,1364,FOUND PROPERTY - I RPT,7000,38.49502927,-121.4847037
1/27/06 12:30,615 I ST,3,3M        ,732,10851(A)VC TAKE VEH W/O OWNER,2404,38.58270622,-121.4976159
1/27/06 12:30,2687 ALTOS AVE,2,2B        ,552,10851(A)VC TAKE VEH W/O OWNER,2404,38.61642852,-121.4497539
1/27/06 12:30,1025 19TH ST,3,3B        ,746,487(A) GRAND THEFT-INSIDE,2308,38.57633475,-121.4812236
1/27/06 12:30,MONTEREY WAY / 27TH AVE,4,4A        ,965,459 PC  BURGLARY VEHICLE,2299,38.52859553,-121.5016007
1/27/06 12:30,7717 BELLINI WAY,6,6C        ,1445,487(A) GRAND THEFT-CLOUT-UNLOC,2305,38.50675753,-121.4122246
1/27/06 13:00,2221 MATSON DR,5,5A        ,1384,10851(A)VC TAKE VEH W/O OWNER,2404,38.48745321,-121.4859358
1/27/06 13:00,3625 MAY ST,2,2A        ,513,MISSING PERSON,7000,38.63402001,-121.4430645
1/27/06 13:00,RIO LINDA BLVD / CARMELITA AVE,2,2B        ,523,10851 VC AUTO THEFT LOCATE,2404,38.62968232,-121.446116
1/27/06 13:00,3821 17TH AVE,6,6A        ,1052,459 PC  BURGLARY RESIDENCE,2204,38.53748322,-121.4645183
1/27/06 13:00,3842 W LAND PARK DR,4,4A        ,944,BATTERY - I RPT,7000,38.5425266,-121.504374
1/27/06 13:00,FRUITRIDGE RD / STOCKTON BLVD,6,6B        ,1086,484 PETTY THEFT-PURSE SNATCH,2302,38.52497346,-121.4425904
1/27/06 13:04,1210 G ST,3,3A        ,725,MISCELLANEOUS I RPT (ZMISC),7000,38.58243257,-121.4890469
1/27/06 13:04,R ST / 26TH ST,3,3B        ,768,TRAFFIC-ACCIDENT INJURY,5400,38.56572433,-121.4757152
1/27/06 13:12,300 BOWMAN AVE,1,1C        ,429,PROB VIOLA/FEL-MISD - I RPT,7000,38.61747853,-121.4706061
1/27/06 13:14,5301 N ST,3,3C        ,845,FOUND PROPERTY - I RPT,7000,38.56148913,-121.4403257
