cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/9/06 13:00,5340 MAPLETON WAY,5,5C        ,1651,594(B)(2)(A)VANDALISM GRAF-400,2999,38.44752323,-121.4401567
1/9/06 13:00,6001 RIVERSIDE BLVD,4,4C        ,1251,10851(A)VC TAKE VEH W/O OWNER,2404,38.51685646,-121.5250509
1/9/06 13:00,19TH ST / BIDWELL WAY,4,4A        ,926,GANG ACTIVITY - I RPT,7000,38.55019478,-121.4920577
1/9/06 13:00,2630 PHYLLIS AVE,4,4B        ,969,653M(B) PC ANNOY/RPT CALL HOME,5307,38.53085814,-121.479149
1/9/06 13:00,1330 FLORIN RD,4,4C        ,1289,FRAUD-SWINDLE,2602,38.49525938,-121.5079025
1/9/06 13:03,4611 BROADWAY,6,6B        ,1007,TOWED/STORED VEHICLE,7000,38.5473157,-121.4520421
1/9/06 13:29,STOCKTON BLVD / BROADWAY,6,6A        ,1007,TOWED/STORED VEH-14602.6,7000,38.54675579,-121.4538401
1/9/06 13:31,28TH ST / H ST,3,3B        ,728,TRAFFIC-ACCIDENT-NON INJURY,5400,38.57602331,-121.4682622
1/9/06 13:40,5TH ST / BROADWAY,4,4A        ,909,TRAFFIC-ACCIDENT INJURY,5400,38.56559378,-121.5072531
1/9/06 13:41,10TH AVE / SANTA BUENA WAY,4,4A        ,933,FILE-UNABLE TO DEFINE - I RPT,7000,38.54910632,-121.5096362
1/9/06 13:45,414 K ST,3,3M        ,742,484 PETTY THEFT-SHOPLIFT,2303,38.58062786,-121.5014996
1/9/06 13:49,350 UNIVERSITY AVE,3,3C        ,876,FOUND PROPERTY - I RPT,7000,38.57009677,-121.4162358
1/9/06 13:50,CALVINE RD / CARLIN AVE,5,5C        ,1653,TOWED/STORED VEH-14602.6,7000,38.4511981,-121.4341184
1/9/06 14:00,785 PLAZA AVE,2,2B        ,563,484 PC   THEFT-LIC PLATE TABS,2399,38.61315477,-121.4490547
1/9/06 14:00,481 HARTNELL PL,3,3C        ,876,459 PC  BURGLARY RESIDENCE,2204,38.56689949,-121.413324
1/9/06 14:00,1689 ARDEN WAY,2,2C        ,619,459 PC  BURGLARY VEHICLE,2299,38.60154457,-121.42747
1/9/06 14:00,7568 32ND ST,5,5A        ,1398,TOWED/STORED VEHICLE,7000,38.48278711,-121.471758
1/9/06 14:09,4756 BROOKFIELD DR,5,5B        ,1603,TOWED/STORED VEH-14602.6,7000,38.47985848,-121.4462157
1/9/06 14:11,RANCHO CAMPO CT / RANCHO PLAZA DR,6,6C        ,1443,10851 VC AUTO THEFT LOCATE,2404,38.50440869,-121.422371
1/9/06 14:12,2315 34TH ST,6,6B        ,1002,BATTERY - I RPT,7000,38.55630084,-121.4662305
1/9/06 14:13,2500 NEW MARKET DR,1,1A        ,144,GANG ACTIVITY - I RPT,7000,38.65847399,-121.5161468
1/9/06 14:15,1200 J ST,3,3M        ,744,484 PC   PETTY THEFT/INSIDE,2308,38.57929276,-121.4906436
1/9/06 14:20,2500 NEW MARKET DR,1,1A        ,144,GANG ACTIVITY - I RPT,7000,38.65847399,-121.5161468
1/9/06 14:20,6761 GLORIA DR,4,4C        ,1264,484 PC   PETTY THEFT/INSIDE,2308,38.50388656,-121.5390906
1/9/06 14:25,X ST / 5TH ST,4,4A        ,909,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.56665175,-121.5067911
1/9/06 14:45,DEL PASO BLVD / EL CAMINO AVE,2,2C        ,563,647(B) PC   PROSTITUTION,4004,38.61112661,-121.4487064
1/9/06 14:45,33RD ST / 9TH AVE,6,6A        ,1031,TOWED/STORED VEH-14602.6,7000,38.54392319,-121.4712461
1/9/06 14:50,6600 BRUCEVILLE RD,5,5C        ,1624,459 PC  BURGLARY VEHICLE,2299,38.47038918,-121.4223876
1/9/06 15:00,2747 BRANCH ST,2,2B        ,553,11364 HS POSS DRUG PARAPH,3599,38.61755666,-121.4444846
1/9/06 15:03,SHINING STAR DR / MEADOWVIEW RD,5,5B        ,1399,TRAFFIC-ACCIDENT INJURY,5400,38.48149327,-121.4644874
1/9/06 15:11,RIO CIDADE WAY / RIO ESTRADA WAY,4,4C        ,1295,20001(A) VC HIT/RUN INJ/DEATH,5401,38.47765523,-121.5196666
1/9/06 15:13,RIVER CITY WAY / BANNON CREEK DR,1,1B        ,424,TRAFFIC-ACCIDENT-NON INJURY,5400,38.61728024,-121.5007778
1/9/06 15:14,NORTHGATE BLVD / SAN JUAN RD,1,1C        ,419,TOWED/STORED VEH-14602.6,7000,38.6296517,-121.4755286
1/9/06 15:25,1525 STERLING ST,4,4C        ,1301,594(B)(2)(A) VANDALISM/ -$400,2999,38.52007051,-121.5018595
1/9/06 15:30,EL CAMINO AVE / EMPRESS ST,2,2C        ,564,1203.2 PC VIOLATION OF PROBATI,5012,38.61112009,-121.4473381
1/9/06 15:30,N ST / 11TH ST,3,3A        ,754,594(B)(1)PC  VANDALISM +$400,2999,38.57551005,-121.4940462
1/9/06 15:30,MACK RD / FRANKLIN BLVD,5,5B        ,1603,TOWED/STORED VEHICLE,7000,38.47429277,-121.4503108
1/9/06 15:30,ACADEMY WAY / KATHLEEN AVE,2,2B        ,556,10851 VC AUTO THEFT LOCATE,2404,38.62197217,-121.4253528
1/9/06 15:33,2301 36TH ST,6,6B        ,1003,475(C) PASS FORGED NOTE,2506,38.55595051,-121.4641035
1/9/06 15:35,1732 KENWOOD ST,2,2B        ,556,5150 WI DANGER SELF/OTHERS,7000,38.62477487,-121.4251692
