cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/13/06 0:01,7538 TAMOSHANTER WAY,5,5A        ,1393,484 PETTY THEFT/LICENSE PLATE,2399,38.48429181,-121.4882258
1/13/06 0:01,1100 17TH ST,3,3M        ,746,CASUALTY REPORT,7000,38.57642774,-121.4848294
1/13/06 0:01,1017 10TH ST,3,3M        ,744,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.57957708,-121.4934856
1/13/06 0:01,3141 LEMITAR WAY,1,1B        ,411,484G(B) PC ACCESS CARD FRAUD,2605,38.62376224,-121.5088602
1/13/06 0:09,1940 65TH ST,3,3C        ,856,594(B)(2)(A) VANDALISM/ -$400,2999,38.55124956,-121.4279854
1/13/06 0:28,3728 DIDCOT CIR,2,2A        ,501,243(B) PC  BATTERY - OFFICER,1313,38.63592285,-121.4598647
1/13/06 1:12,2136 68TH AVE,5,5A        ,1383,TRAFFIC-ACCIDENT-NON INJURY,5400,38.48916359,-121.4901998
1/13/06 1:12,2612 2ND AVE,4,4A        ,918,11364 HS POSS DRUG PARAPH,3599,38.55415996,-121.4803182
1/13/06 1:30,1615 CORMORANT WAY,2,2C        ,606,10851 VC AUTO THEFT LOCATE,2404,38.6069517,-121.4292113
1/13/06 1:30,65TH ST / 11TH AVE,6,6B        ,1121,TOWED/STORED VEHICLE,7000,38.54238493,-121.4278431
1/13/06 1:31,STAR THISTLE WAY / SHORTWAY DR,5,5C        ,1644,10851 VC AUTO THEFT LOCATE,2404,38.45421346,-121.4392522
1/13/06 1:49,JIBBOOM ST / RICHARDS BLVD,3,3A        ,721,11377(A)HS POSS AMPHETAMINES,3572,38.59667389,-121.5056982
1/13/06 1:59,STOCKTON BLVD / MACK RD,5,5C        ,1607,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.47433721,-121.4189709
1/13/06 2:00,2917 23RD ST,4,4A        ,917,459 PC  BURGLARY VEHICLE,2299,38.55211324,-121.4843929
1/13/06 2:21,33RD ST / 1ST AVE,6,6A        ,1012,11377(A)HS POSS AMPHETAMINES,3572,38.55442719,-121.4702136
1/13/06 2:30,H ST / 13TH ST,3,3A        ,725,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.58135818,-121.4882605
1/13/06 2:37,4319 13TH AVE,6,6A        ,1053,243(D) PC BATT/CIVILIAN W/INJ,1315,38.54041688,-121.4559025
1/13/06 2:47,3728 DIDCOT CIR,2,2A        ,501,242 PC  BATTERY CIVILIAN,1313,38.63592285,-121.4598647
1/13/06 2:48,L ST / 15TH ST,3,3M        ,745,CASUALTY REPORT,7000,38.57626112,-121.4875031
1/13/06 3:00,675 53RD ST,3,3C        ,825,10851(A)VC TAKE VEH W/O OWNER,2404,38.5694759,-121.437248
1/13/06 3:00,8566 HERMITAGE WAY,5,5C        ,1653,594(B)(1)PC  VANDALISM +$400,2999,38.44809336,-121.4270617
1/13/06 3:03,HAWTHORNE ST / LAMPASAS AVE,2,2B        ,551,2800.2(A) VC EVADING/RECKLESS,5499,38.61502086,-121.4581226
1/13/06 3:30,EL MONTE AVE / FERNLEY AVE,2,2C        ,602,20002(A) HIT/RUN,5401,38.60671206,-121.4605654
1/13/06 4:15,6TH ST / H ST,3,3A        ,732,TOWED/STORED VEH-14602.6,7000,38.58390985,-121.4978243
1/13/06 4:20,6698 MACK RD,5,5C        ,1624,TOWED/STORED VEH-14602.6,7000,38.47381246,-121.4260625
1/13/06 4:30,FLORIN RD / 25TH ST,4,5A        ,1356,10851(A)VC TAKE VEH W/O OWNER,2404,38.49576768,-121.4803518
1/13/06 5:15,1571 12TH AVE,4,4A        ,946,594(B)(1)PC  VANDALISM +$400,2999,38.54485146,-121.4990502
1/13/06 6:30,400 22ND ST,3,3B        ,717,459 PC  BURGLARY RESIDENCE,2204,38.58245916,-121.4747386
1/13/06 6:30,6720 RANCHO PICO WAY,6,6C        ,1443,459 PC  BURGLARY RESIDENCE,2204,38.50958079,-121.4248698
1/13/06 6:57,430 16TH ST,3,3A        ,715,MISCELLANEOUS I RPT (ZMISC),7000,38.58395418,-121.4829418
1/13/06 7:00,3637 DRY CREEK RD,2,2A        ,514,484 PETTY THEFT/LICENSE PLATE,2399,38.63437819,-121.4387627
1/13/06 7:00,2645 21ST AVE,4,4B        ,958,459 PC  BURGLARY-UNSPECIFIED,2299,38.53403303,-121.4804997
1/13/06 7:30,55 HIDDEN LAKE CIR,4,4C        ,1282,459 PC  BURGLARY RESIDENCE,2204,38.49549417,-121.5465242
1/13/06 7:30,20 HOOPA CT,6,6C        ,1132,459 PC  BURGLARY VEHICLE,2299,38.53505117,-121.4169769
1/13/06 7:30,2010 K ST,3,3B        ,746,487(A) PC GRAND THEFT,2303,38.57517889,-121.4800392
1/13/06 7:36,2251 IRVIN WAY,4,4B        ,967,148.1(A)PC FALSE REPT OF BOMB,4803,38.53047919,-121.4871361
1/13/06 7:45,216 MAJORCA CIR,5,5B        ,1631,459 PC  BURGLARY RESIDENCE,2204,38.46308183,-121.4407368
1/13/06 7:55,1781 HERITAGE LN,2,2C        ,626,459 PC  BURGLARY VEHICLE,2299,38.59773592,-121.4330466
1/13/06 7:56,236 JIBBOOM ST,3,3A        ,721,5150 WI DANGER SELF/OTHERS,7000,38.594323,-121.505613
1/13/06 8:00,2520 PHYLLIS AVE,4,4B        ,969,10851(A)VC TAKE VEH W/O OWNER,2404,38.53085426,-121.4807291
