cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/10/06 19:00,2609 45TH AVE,4,4B        ,1326,TOWED/STORED VEHICLE,7000,38.51213446,-121.4793485
1/10/06 19:01,6261 EHRHARDT AVE,5,5C        ,1634,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.45585205,-121.4301179
1/10/06 19:05,SAN JOSE WAY / BROADWAY,6,6A        ,1015,647(B) PC   PROSTITUTION,4004,38.54677899,-121.4593645
1/10/06 19:06,2609 45TH AVE,4,4B        ,1326,10851 VC AUTO THEFT LOCATE,2404,38.51213446,-121.4793485
1/10/06 19:12,5321 STOCKTON BLVD,6,6B        ,1086,3056 PAROLE VIO - I RPT,7000,38.52709836,-121.4424934
1/10/06 19:20,480 FORD RD,2,2B        ,532,TOWED/STORED VEHICLE,7000,38.62863295,-121.4547111
1/10/06 19:21,4211 NORWOOD AVE,2,2A        ,232,211 PC ROBBERY- BUSINESS,1299,38.64479784,-121.4581238
1/10/06 19:30,BROADWAY / 37TH ST,6,6A        ,1014,647(B) PC   PROSTITUTION,4004,38.54918489,-121.4665635
1/10/06 19:40,4100 NORTHGATE BLVD,1,1C        ,309,484 PETTY THEFT-SHOPLIFT,2303,38.64316291,-121.4745819
1/10/06 19:42,4300 DRY CREEK RD,2,2A        ,235,484 PETTY THEFT/LICENSE PLATE,2399,38.64578755,-121.4381896
1/10/06 19:50,4501 S LAND PARK DR,4,4A        ,1205,TELEPEST -I RPT,7000,38.53408342,-121.507079
1/10/06 19:54,4801 34TH ST,6,6A        ,1071,5150 WI DANGER SELF/OTHERS,7000,38.53166382,-121.4703231
1/10/06 20:00,100 BICENTENNIAL CIR,3,3C        ,1102,10851(A)VC TAKE VEH W/O OWNER,2404,38.55211647,-121.4049517
1/10/06 20:20,14TH ST / E ST,3,3A        ,715,11350(A)HS POSS CNTRL SUBST,3532,38.58428687,-121.4855038
1/10/06 20:25,1403 HELMSMAN WAY,1,1B        ,444,476 PC PASS FICTICIOUS CHECK,2501,38.61009514,-121.4927929
1/10/06 20:30,5303 FRANKLIN BLVD,4,4B        ,969,FOUND PROPERTY - I RPT,7000,38.52718667,-121.4712477
1/10/06 20:30,21ST ST / J ST,3,3B        ,737,594(B)(2)(A) VANDALISM/ -$400,2999,38.57633652,-121.4785616
1/10/06 20:32,1404 BREWERTON DR,1,1B        ,435,484 PETTY THEFT/LICENSE PLATE,2399,38.61521091,-121.491563
1/10/06 20:32,2673 ALTOS AVE,2,2B        ,552,11364 HS POSS DRUG PARAPH,3599,38.6161187,-121.4504318
1/10/06 20:38,3614 FIG ST,2,2A        ,515,3056 PAROLE VIO - I RPT,7000,38.63358427,-121.4313716
1/10/06 20:50,32ND ST / 1ST AVE,6,6A        ,1011,647(B) PC   PROSTITUTION,4004,38.55477924,-121.4715398
1/10/06 20:51,MACK RD / VALLEY HI DR,5,5C        ,1606,4574(A)WEAPON/TEAR GAS IN JAIL,5299,38.47421612,-121.42717
1/10/06 20:51,7618 BELLINI WAY,6,6C        ,1445,TOWED/STORED VEHICLE,7000,38.506135,-121.4140049
1/10/06 20:55,MEADOWGATE DR / MANDY DR,5,5B        ,1369,215(A) PC    CARJACKING,1212,38.49311839,-121.4595052
1/10/06 21:00,6312 GLORIA DR,4,4C        ,1255,10851(A)VC TAKE VEH W/O OWNER,2404,38.51183814,-121.5187097
1/10/06 21:00,2950 S MEADOWS PL,5,5A        ,1365,10851(A)VC TAKE VEH W/O OWNER,2404,38.493179,-121.4708286
1/10/06 21:00,2672 STONECREEK DR,1,1B        ,435,POSS STOLEN VEHICLE- I RPT,7000,38.6140791,-121.4920785
1/10/06 21:00,6286 GLORIA DR,4,4C        ,1255,459 PC  BURGLARY VEHICLE,2299,38.51297449,-121.5185972
1/10/06 21:01,65TH STREET EXPY / ELDER CREEK RD,6,6C        ,1422,20002(A) HIT/RUN,5401,38.51052171,-121.4274484
1/10/06 21:10,2110 L ST,3,3B        ,747,459 PC  BURGLARY BUSINESS,2203,38.57368379,-121.4791371
1/10/06 21:22,MEADOWVIEW RD / AMHERST ST,5,5A        ,1391,TOWED/STORED VEH-14602.6,7000,38.48131474,-121.5013123
1/10/06 21:30,5520 STANDISH RD,6,6C        ,1152,10851(A)VC TAKE VEH W/O OWNER,2404,38.52567,-121.4162355
1/10/06 21:40,2ND AVE / BROADWAY,6,6A        ,1012,647(B) PC   PROSTITUTION,4004,38.55317349,-121.4698767
1/10/06 22:00,1 CLAUSS CT,6,6B        ,1084,10851(A)VC TAKE VEH W/O OWNER,2404,38.52935875,-121.4471706
1/10/06 22:00,2898 GROVE AVE,2,2B        ,541,10851(A)VC TAKE VEH W/O OWNER,2404,38.62024815,-121.4590874
1/10/06 22:00,1908 EL CAMINO AVE,2,2C        ,606,459 PC  BURGLARY BUSINESS,2203,38.61054373,-121.4231806
1/10/06 22:00,8155 BELVEDERE AVE,6,6C        ,1134,484 PETTY THEFT/LICENSE PLATE,2399,38.53876024,-121.4065734
1/10/06 22:11,3401 SMOKE TREE DR,1,1B        ,401,10851(A)VC TAKE VEH W/O OWNER,2404,38.62928795,-121.5064872
1/10/06 22:15,ALHAMBRA BLVD / BROADWAY,6,6A        ,1001,647(B) PC   PROSTITUTION,4004,38.55612335,-121.4724356
1/10/06 22:20,2700 STONECREEK DR,1,1B        ,435,245(A)(2) AWDW/FIREARM/CIVILIA,1315,38.61536788,-121.4948028
