cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/17/06 15:30,1944 EL CAMINO AVE,2,2C        ,606,10851(A)VC TAKE VEH W/O OWNER,2404,38.61084607,-121.4210363
1/17/06 15:30,3150 I ST,3,3C        ,831,484 PC PETTY THEFT,2399,38.57325365,-121.4637147
1/17/06 15:45,CENTER PKWY / EHRHARDT AVE,5,5C        ,1645,NON INJ HR/MAIL OUT REPORT,7000,38.45483499,-121.4276816
1/17/06 15:50,3710 FRANKLIN BLVD,4,4B        ,958,484 PETTY THEFT-SHOPLIFT,2303,38.54049185,-121.4763166
1/17/06 15:50,NOGALES ST / ALVARADO BLVD,2,2B        ,525,10851 VC AUTO THEFT LOCATE,2404,38.63160443,-121.4403913
1/17/06 16:00,FRANKLIN BLVD / 26TH AVE,4,4B        ,969,11364 HS POSS DRUG PARAPH,3599,38.52904451,-121.4727965
1/17/06 16:00,500 BERCUT DR,3,3A        ,701,211 PC  ROBBERY UNSPECIFIED,1299,38.59978862,-121.5026883
1/17/06 16:00,7564 SKELTON WAY,5,5A        ,1393,TOWED/STORED VEHICLE,7000,38.48334563,-121.4891094
1/17/06 16:07,13TH ST / D ST,3,3A        ,715,11350(A)HS POSS CNTRL SUBST,3532,38.58573502,-121.4863575
1/17/06 16:07,C ST / 16TH ST,3,3A        ,716,12021(A)(1)PC FELON POSS FRARM,5212,38.5857673,-121.4818932
1/17/06 16:10,4850 FREEPORT BLVD,4,4A        ,965,466 PC   POSS OF BURG TOOLS,2206,38.53085892,-121.4960651
1/17/06 16:10,113 K ST,3,3M        ,741,484 PETTY THEFT-SHOPLIFT,2303,38.58245363,-121.5052755
1/17/06 16:11,BOXWOOD ST / DIXIEANNE AVE,2,2C        ,604,148.9 PC FALSE ID TO OFFICER,4803,38.60930232,-121.4461973
1/17/06 16:15,43RD AVE / GLORIA DR,4,4C        ,1225,NON INJ HR/MAIL OUT REPORT,7000,38.51656122,-121.5187268
1/17/06 16:16,6715 GLORIA DR,4,4C        ,1272,MISSING PERSON,7000,38.50298477,-121.5346969
1/17/06 16:20,1695 ARDEN WAY,2,2C        ,616,484 PC PETTY THEFT,2399,38.6017616,-121.4258271
1/17/06 16:25,US 50 WB / 10TH ST,3,3A        ,784,NON INJ HR/MAIL OUT REPORT,7000,38.56556204,-121.4998526
1/17/06 16:26,5770 FREEPORT BLVD,4,4C        ,985,1551(A) FUGITIVE FROM JUSTICE,4902,38.52199137,-121.4990149
1/17/06 16:26,MARTIN LUTHER KING JR BLVD / 9TH AVE,6,6A        ,1042,243(D) PC BATT/CIVILIAN W/INJ,1315,38.54395353,-121.4647075
1/17/06 16:26,1600 VALLEJO WAY,4,4A        ,925,626.10(A) PC POSS WPN SCHL ZN,5212,38.55199422,-121.4960208
1/17/06 16:30,3825 ROSIN CT,1,1C        ,409,459 PC  BURGLARY BUSINESS,2203,38.63872883,-121.4765366
1/17/06 16:30,6132 RIVERSIDE BLVD,4,4C        ,1251,10851(A)VC TAKE VEH W/O OWNER,2404,38.51488974,-121.5282515
1/17/06 16:35,1216 NOGALES ST,2,2B        ,525,487(A) GRAND THEFT-INSIDE,2308,38.63150496,-121.4385612
1/17/06 16:37,5770 FREEPORT BLVD,4,4C        ,985,1551(A) FUGITIVE FROM JUSTICE,4902,38.52199137,-121.4990149
1/17/06 16:40,5411 GILGUNN WAY,4,4A        ,964,594(B)(1)PC  VANDALISM +$400,2999,38.52570388,-121.5041133
1/17/06 16:40,271 MOREY AVE,2,2A        ,501,TOWED/STORED VEHICLE,7000,38.63495006,-121.4608874
1/17/06 16:46,15TH ST / W ST,3,3A        ,785,14601.1(A) VC LIC SUSP OTHER,5499,38.56418287,-121.4927485
1/17/06 16:47,GREAT SMOKEY ST / KENELWORTH WAY,5,5B        ,1622,TOWED/STORED VEHICLE,7000,38.46977953,-121.4385398
1/17/06 16:47,STONECREEK DR / W EL CAMINO AVE,1,1B        ,435,TOWED/STORED VEHICLE,7000,38.61292566,-121.4932977
1/17/06 16:49,5330 PRISCILLA LN,6,6C        ,1153,CASUALTY REPORT,7000,38.52732711,-121.415404
1/17/06 16:50,701 PLAZA AVE,2,2B        ,563,484 PC   PETTY THEFT/INSIDE,2308,38.61335716,-121.4506176
1/17/06 16:52,GREAT SMOKEY ST / KENELWORTH WAY,5,5B        ,1622,TOWED/STORED VEHICLE,7000,38.46977953,-121.4385398
1/17/06 16:55,DEL PASO BLVD / FORREST ST,2,2C        ,602,647(B) PC   PROSTITUTION,4004,38.60815196,-121.4549202
1/17/06 16:58,3520 16TH AVE,6,6A        ,1061,11352(A)HS SALE/TRANS CNTL SUB,3532,38.53735621,-121.4685363
1/17/06 16:58,6560 KENBRIDGE ST,5,5C        ,1661,10851 VC AUTO THEFT LOCATE,2404,38.43811565,-121.4267227
1/17/06 16:59,1601 ARDEN WAY,2,2C        ,618,666 PC PETTY THEFT W/PRI CONV,2399,38.60240036,-121.4295032
1/17/06 17:00,5770 FREEPORT BLVD,4,4C        ,985,1551(A) FUGITIVE FROM JUSTICE,4902,38.52199137,-121.4990149
1/17/06 17:00,MARYSVILLE BLVD / GRAND AVE,2,2A        ,506,10851(A)VC TAKE VEH W/O OWNER,2404,38.63647881,-121.4297591
1/17/06 17:00,1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE,2299,38.54016571,-121.500048
1/17/06 17:00,372 FLORIN RD,4,4C        ,1259,484G(B) PC ACCESS CARD FRAUD,2605,38.5076709,-121.5412748
