cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/18/06 14:09,1720 CHARM WAY,1,1A        ,106,PERSON INFORMATION - I RPT,7000,38.67958595,-121.4983584
1/18/06 14:10,57TH ST / H ST,3,3C        ,825,TRAFFIC-ACCIDENT INJURY,5400,38.5671756,-121.4329117
1/18/06 14:29,WILLOWWICK WAY / 68TH AVE,5,5A        ,1383,10851 VC AUTO THEFT LOCATE,2404,38.4898924,-121.4898347
1/18/06 14:30,3433 TAYLOR ST,2,2B        ,522,459 PC  BURGLARY RESIDENCE,2204,38.62945934,-121.4529334
1/18/06 14:32,LEXINGTON ST / EL CAMINO AVE,2,2B        ,564,TOWED/STORED VEH-14602.6,7000,38.61111988,-121.4415705
1/18/06 14:38,H ST / 57TH ST,3,3C        ,825,TOWED/STORED VEH-14602.6,7000,38.5671756,-121.4329117
1/18/06 14:40,2538 SAN FERNANDO WAY,4,4A        ,908,TOWED/STORED VEHICLE,7000,38.55614464,-121.47652
1/18/06 14:41,2198 MARICOPA WAY,1,1B        ,410,ACCIDENTAL FIRES/ARSON -I RPT,7000,38.62309993,-121.5132857
1/18/06 14:50,555 SEQUOIA PACIFIC BLVD,3,3A        ,701,SAFEKEEPING - I RPT,7000,38.59839361,-121.496949
1/18/06 14:55,6600 BRUCEVILLE RD,5,5C        ,1624,211 PC  ROBBERY UNSPECIFIED,1299,38.47038918,-121.4223876
1/18/06 14:55,FREEPORT BLVD / FLORIN RD,4,5A        ,1351,TRAFFIC-ACCIDENT-NON INJURY,5400,38.49563049,-121.5060656
1/18/06 14:58,N 11TH ST / N D ST,3,3A        ,705,11350(A)HS POSS CNTRL SUBST,3532,38.59308341,-121.4864165
1/18/06 15:00,MACK RD / TANGERINE AVE,5,5B        ,1604,243(D) PC BATT/CIVILIAN W/INJ,1315,38.47427504,-121.4465943
1/18/06 15:00,415 12TH ST,3,3A        ,715,308(B) PC MINOR POSS TOBACCO,5599,38.5857662,-121.4878161
1/18/06 15:00,1 SHOAL CT,4,4C        ,1262,10851(A)VC TAKE VEH W/O OWNER,2404,38.50912795,-121.5403218
1/18/06 15:01,1748 SOUTH AVE,2,2B        ,526,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.63273584,-121.4263723
1/18/06 15:02,2901 TRUXEL RD,1,1B        ,424,BATTERY - I RPT,7000,38.61890556,-121.5000769
1/18/06 15:03,4200 NORWOOD AVE,2,2A        ,233,484 PC  PETTY THEFT/ OUTSIDE,2309,38.64436086,-121.4562854
1/18/06 15:07,N 16TH ST / 12TH ST,3,3A        ,707,TRAFFIC-ACCIDENT INJURY,5400,38.59340867,-121.4774851
1/18/06 15:10,6309 GREENHAVEN DR,4,4C        ,1253,TRAFFIC-ACCIDENT-NON INJURY,5400,38.5126194,-121.5250302
1/18/06 15:15,950 FLORIN RD,4,4C        ,1287,FRAUD OR BUNCO - I RPT,7000,38.49540836,-121.5231426
1/18/06 15:21,TRACTION AVE / EL CAMINO AVE,2,2C        ,551,TOWED/STORED VEH-14602.6,7000,38.6111316,-121.4573227
1/18/06 15:30,7300 WYNDHAM DR,5,5C        ,1639,10851(A)VC TAKE VEH W/O OWNER,2404,38.46817048,-121.4191049
1/18/06 15:30,1633 71ST AVE,5,5A        ,1501,653M(A) PC OBSCENE/THREAT CALL,5309,38.47756849,-121.4992251
1/18/06 15:30,24TH ST / W ST,3,3B        ,787,TRAFFIC-ACCIDENT INJURY,5400,38.56097725,-121.4807337
1/18/06 15:35,1632 41ST ST,3,3C        ,853,NEIGHBORHOOD DISTURBANCE-I RPT,7000,38.56235453,-121.455382
1/18/06 15:40,1695 ARDEN WAY,2,2C        ,616,484 PC PETTY THEFT,2399,38.6017616,-121.4258271
1/18/06 15:40,545 K ST,3,3M        ,742,459 PC  BURGLARY VEHICLE,2299,38.58052209,-121.4986248
1/18/06 15:46,EL CAMINO AVE / LEXINGTON ST,2,2B        ,564,TOWED/STORED VEH-14602.6,7000,38.61111988,-121.4415705
1/18/06 15:50,2620 SAN FERNANDO WAY,4,4A        ,908,10851 VC AUTO THEFT LOCATE,2404,38.55524272,-121.4768518
1/18/06 15:55,5301 57TH ST,6,6B        ,1086,475(C) PASS FORGED NOTE,2506,38.52698964,-121.4393168
1/18/06 15:56,19TH AVE / FRANKLIN BLVD,4,4B        ,958,TOWED/STORED VEHICLE,7000,38.53513366,-121.4743108
1/18/06 16:00,5145 MACK RD,5,5B        ,1604,MISSING PERSON,7000,38.47531213,-121.4418427
1/18/06 16:00,4424 ARLINGTON AVE,4,4B        ,958,BURGLARY - I RPT,7000,38.53428621,-121.4794001
1/18/06 16:00,4417 11TH AVE,6,6A        ,1034,MISSING PERSON,7000,38.54220005,-121.4549589
1/18/06 16:00,1919 19TH ST,3,3B        ,776,594(B)(2)(A)VANDALISM GRAF-400,2999,38.56623766,-121.4854695
1/18/06 16:15,25 LA FRESA CT,5,5B        ,1602,MISSING PERSON,7000,38.48812631,-121.4560039
1/18/06 16:29,4630 MARION CT,4,4A        ,956,594(B)(2)(A) VANDALISM/ -$400,2999,38.5332551,-121.4977227
1/18/06 16:30,5303 FRANKLIN BLVD,5,5A        ,1365,532 PC FRAUD OBTAIN MONEY ETC,2699,38.49521557,-121.4730323
1/18/06 16:36,LA FRESA CT / LA PERA CT,5,5B        ,1602,11364 HS POSS DRUG PARAPH,3599,38.48807602,-121.4564025
