cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/1/06 18:55,7290 FRANKLIN BLVD,5,5B        ,1369,211 PC  ROBBERY UNSPECIFIED,1299,38.49250972,-121.4579445
1/1/06 18:55,700 N 5TH ST,3,3A        ,701,1551(A) FUGITIVE FROM JUSTICE,4902,38.60057486,-121.4940223
1/1/06 19:00,321 ELEANOR AVE,2,2B        ,541,MISSING PERSON,7000,38.61712192,-121.4587997
1/1/06 19:00,321 ELEANOR AVE,2,2B        ,541,MISSING PERSON,7000,38.61712192,-121.4587997
1/1/06 19:00,7659 MASTERS ST,5,5C        ,1654,10851(A)VC TAKE VEH W/O OWNER,2404,38.44227407,-121.4127165
1/1/06 19:00,3644 DAYTON ST,2,2A        ,517,459 PC  BURGLARY VEHICLE,2299,38.63425266,-121.4177759
1/1/06 19:00,2800 BROADWAY,4,4A        ,908,484 PC   PETTY THEFT/INSIDE,2308,38.55701398,-121.4762723
1/1/06 19:11,1418 E ST,3,3A        ,725,MISCELLANEOUS I RPT (ZMISC),7000,38.58376222,-121.4848464
1/1/06 19:40,3514 37TH ST,6,6A        ,1041,459 PC  BURGLARY VEHICLE,2299,38.54242302,-121.4674602
1/1/06 19:59,227 JIBBOOM ST,3,3A        ,721,484 PC   PETTY THEFT/INSIDE,2308,38.59572389,-121.5050785
1/1/06 20:00,78 REDWOOD AVE,2,2C        ,601,10851(A)VC TAKE VEH W/O OWNER,2404,38.609884,-121.46479
1/1/06 20:00,3311 LONG BRANCH CT,1,1B        ,401,459 PC  BURGLARY VEHICLE,2299,38.62798992,-121.5092581
1/1/06 20:00,1601 ARDEN WAY,2,2C        ,618,459 PC  BURGLARY VEHICLE,2299,38.60240036,-121.4295032
1/1/06 20:00,1701 13TH ST,3,3A        ,765,TELEPEST -I RPT,7000,38.57117547,-121.4924504
1/1/06 20:05,7770 52ND AVE,6,6C        ,1445,459 PC  BURGLARY RESIDENCE,2204,38.50482198,-121.4112131
1/1/06 20:30,2621 STONECREEK DR,1,1B        ,435,THREATS - I RPT,7000,38.61328867,-121.494681
1/1/06 20:40,EL CAMINO AVE / GROVE AVE,2,2C        ,551,TOWED/STORED VEHICLE,7000,38.61112465,-121.4593596
1/1/06 20:49,3200 TRUXEL RD,1,1C        ,414,THREATS - I RPT,7000,38.62581805,-121.4971301
1/1/06 21:00,2540 VENTURE OAKS WAY,1,1B        ,442,10851(A)VC TAKE VEH W/O OWNER,2404,38.61102318,-121.5119472
1/1/06 21:00,1732 ELDRIDGE AVE,2,2B        ,556,487(A) GRAND THEFT-INSIDE,2308,38.62266231,-121.4260893
1/1/06 21:10,23RD ST / Q ST,3,3B        ,767,20001(A) VC HIT/RUN INJ/DEATH,5401,38.56788759,-121.4792459
1/1/06 21:11,NORTHGATE BLVD / ROSIN CT,1,1C        ,409,20002(A) HIT/RUN,5401,38.63659439,-121.4763493
1/1/06 21:15,5530 STOCKTON BLVD,6,6B        ,1084,12020(A)(4) PC DIRK/DAGGER,5212,38.52654807,-121.4434066
1/1/06 21:33,FRANKLIN BLVD / FLORIN RD,5,5B        ,1359,20001(A) VC HIT/RUN INJ/DEATH,5401,38.49601155,-121.4592772
1/1/06 22:00,1609 BOWLING GREEN DR,2,2C        ,606,10851(A)VC TAKE VEH W/O OWNER,2404,38.60311006,-121.4269745
1/1/06 22:00,1422 BREWERTON DR,1,1B        ,435,10851(A)VC TAKE VEH W/O OWNER,2404,38.61589867,-121.4924786
1/1/06 22:00,2000 DEL PASO BLVD,2,2C        ,603,11364 HS POSS DRUG PARAPH,3599,38.60880668,-121.4528434
1/1/06 22:00,MCGLASHAN ST / PERRY AVE,6,6B        ,1084,20002(A) HIT/RUN,5401,38.53137433,-121.4506403
1/1/06 22:00,PERRY AVE / 46TH ST,6,6B        ,1084,20002(A) HIT/RUN,5401,38.5313798,-121.4523742
1/1/06 22:00,8552 ERINBROOK WAY,3,3C        ,899,459 PC  BURGLARY VEHICLE,2299,38.56165546,-121.3880115
1/1/06 22:00,4100 NORTHGATE BLVD,1,1C        ,309,459 PC  BURGLARY VEHICLE,2299,38.64316291,-121.4745819
1/1/06 22:00,7901 34TH AVE,6,6C        ,1405,594(B)(2)(A) VANDALISM/ -$400,2999,38.52225475,-121.4114993
1/1/06 22:10,630 JESSIE AVE,2,2A        ,233,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.64390931,-121.4507882
1/1/06 22:28,4 WAYNE CT,6,6C        ,1409,VANDALISM - I RPT,7000,38.51585237,-121.3675001
1/1/06 22:30,3800 STOCKTON BLVD,6,6A        ,1053,10851(A)VC TAKE VEH W/O OWNER,2404,38.54020494,-121.4505653
1/1/06 22:30,5907 BAMFORD DR,5,5C        ,1623,11364 HS POSS DRUG PARAPH,3599,38.47226256,-121.4336162
1/1/06 22:30,5425 RIO LINDA BLVD,2,2A        ,203,10851(A)VC TAKE VEH W/O OWNER,2404,38.66757714,-121.4538176
1/1/06 22:36,2ND ST / I ST,3,3M        ,731,243(D) PC BATT/CIVILIAN W/INJ,1315,38.5842425,-121.5036468
1/1/06 22:45,23RD ST / J ST,3,3B        ,737,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.57562427,-121.4758978
1/1/06 22:54,2116 MABRY DR,1,1A        ,104,THREATS - I RPT,7000,38.67667622,-121.5088422
