cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/6/06 16:38,ALHAMBRA BLVD / K ST,3,3C        ,841,TRAFFIC-ACCIDENT INJURY,5400,38.57167833,-121.4656818
1/6/06 16:45,545 K ST,3,3M        ,742,459 PC  BURGLARY VEHICLE,2299,38.58052209,-121.4986248
1/6/06 16:47,2506 35TH ST,6,6A        ,1013,12021(A)(1)PC FELON POSS FRARM,5212,38.55450173,-121.4673106
1/6/06 16:52,3301 FONG RANCH RD,1,1B        ,404,GANG ACTIVITY - I RPT,7000,38.63020663,-121.4959999
1/6/06 16:58,3641 TRUXEL RD,1,1A        ,337,148.1(A)PC FALSE REPT OF BOMB,4803,38.63431541,-121.5057628
1/6/06 17:00,7465 RUSH RIVER DR,4,4C        ,1285,459 PC  BURGLARY BUSINESS,2203,38.48541682,-121.5355101
1/6/06 17:00,6244 GLORIA DR,4,4C        ,1255,10851(A)VC TAKE VEH W/O OWNER,2404,38.51416166,-121.5188199
1/6/06 17:00,J ST / 11TH ST,3,3M        ,734,9.04.050 A DRINKING IN PUBLIC,7399,38.57995276,-121.4921151
1/6/06 17:00,2920 DEL PASO BLVD,2,2B        ,564,484 PETTY THEFT/LICENSE PLATE,2399,38.61894976,-121.436147
1/6/06 17:00,4800 WESTLAKE PKWY,1,1A        ,130,459 PC  BURGLARY VEHICLE,2299,38.65798545,-121.541883
1/6/06 17:00,2901 K ST,3,3B        ,748,459 PC  BURGLARY BUSINESS,2203,38.57275737,-121.4674436
1/6/06 17:00,CENTER PKWY / JACINTO AVE,5,5C        ,1654,484 PC  PETTY THEFT/ OUTSIDE,2309,38.44520109,-121.4257964
1/6/06 17:04,JUDAH ST / ELDRIDGE AVE,2,2B        ,556,20002(A) HIT/RUN,5401,38.62295305,-121.4276866
1/6/06 17:20,2813 AZEVEDO DR,1,1B        ,422,459 PC  BURGLARY RESIDENCE,2204,38.61656909,-121.5072018
1/6/06 17:25,FREEPORT BLVD / POCKET RD,5,5A        ,1391,TRAFFIC-ACCIDENT INJURY,5400,38.48126775,-121.505075
1/6/06 17:29,2936 CONNIE DR,2,2C        ,567,11350(A)HS POSS CNTRL SUBST,3532,38.61953342,-121.4203217
1/6/06 17:34,801 LAMPASAS AVE,2,2B        ,563,MISCELLANEOUS I RPT (ZMISC),7000,38.61496628,-121.4483057
1/6/06 17:36,WATT AVE / US 50 EB,3,3C        ,1106,TRAFFIC-ACCIDENT INJURY,5400,38.55863257,-121.3793225
1/6/06 17:53,3661 TRUXEL RD,1,1A        ,337,MISCELLANEOUS I RPT (ZMISC),7000,38.63589608,-121.5055312
1/6/06 17:54,651 I ST,3,3M        ,732,GANG ACTIVITY - I RPT,7000,38.58314743,-121.4974099
1/6/06 18:00,2876 WIESE WAY,1,1C        ,426,LOST PROPERTY - I RPT,7000,38.61896279,-121.4855545
1/6/06 18:27,1921 OAK BLUFF WAY,1,1B        ,423,CHILD WELFARE - I RPT,7000,38.62034607,-121.5049355
1/6/06 18:32,4TH AVE / SANTA CRUZ WAY,6,6A        ,1015,TOWED/STORED VEH-14602.6,7000,38.54828207,-121.4601784
1/6/06 18:35,4008 36TH ST,6,6A        ,1051,484 PC  PETTY THEFT/ OUTSIDE,2309,38.53826519,-121.4679562
1/6/06 18:45,6854 BUENA TERRA WAY,4,4C        ,1279,MISSING PERSON,7000,38.5012492,-121.5074769
1/6/06 18:48,HWY 99 SB / 12TH AVE,4,4B        ,937,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.54115653,-121.4739308
1/6/06 18:50,6460 VALLEY HI DR,5,5C        ,1635,417(A)2) PC BRANDISH FIREARM,5212,38.46639439,-121.4269149
1/6/06 18:58,1396 GARDEN HWY,1,1B        ,440,459 PC  BURGLARY VEHICLE,2299,38.60504898,-121.5213875
1/6/06 19:00,LYTLE ST / 71ST AVE,5,5A        ,1502,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.4773796,-121.4961978
1/6/06 19:00,FREEPORT BLVD / FRUITRIDGE RD,4,4B        ,976,TRAFFIC-ACCIDENT INJURY,5400,38.52472122,-121.497206
1/6/06 19:00,26TH ST / CAPITOL AVE,3,3B        ,748,459 PC  BURGLARY VEHICLE,2299,38.57122734,-121.4733278
1/6/06 19:14,J ST / 20TH ST,3,3B        ,736,TRAFFIC-ACCIDENT-NON INJURY,5400,38.57669401,-121.4798987
1/6/06 19:15,2451 MEADOWVIEW RD,5,5A        ,1396,10851(A)VC TAKE VEH W/O OWNER,2404,38.48151866,-121.4778424
1/6/06 19:17,BELLEVIEW AVE / FRUITRIDGE RD,6,6C        ,1152,TRAFFIC-ACCIDENT-NON INJURY,5400,38.52507079,-121.4199387
1/6/06 19:43,7974 POCKET RD,4,4C        ,1295,422 PC THREAT/INTENT TO TERROR,1602,38.47514785,-121.532985
1/6/06 19:45,2750 STONECREEK DR,1,1B        ,435,10851(A)VC TAKE VEH W/O OWNER,2404,38.61571266,-121.4938974
1/6/06 20:00,8101 COSUMNES RIVER BLVD,5,5C        ,1639,484 PC   PETTY THEFT/INSIDE,2308,38.45718227,-121.4133413
1/6/06 20:13,1896 ARDEN WAY,2,2C        ,628,484 PETTY THEFT-SHOPLIFT,2303,38.59664183,-121.423349
1/6/06 20:20,1630 HALO WAY,1,1A        ,106,FRAUD OR BUNCO - I RPT,7000,38.68319931,-121.4982944
1/6/06 20:26,2ND ST / K ST,3,3M        ,741,9.04.050 A DRINKING IN PUBLIC,7399,38.58203886,-121.5046032
