cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/25/06 17:53,EVERGREEN ST / SANTIAGO AVE,2,2B        ,564,20002(A) HIT/RUN,5401,38.6120344,-121.4438767
1/25/06 17:58,Y ST / BROADWAY,6,6A        ,1001,5150 WI DANGER SELF/OTHERS,7000,38.55612335,-121.4724356
1/25/06 18:00,1765 CHALLENGE WAY,2,2C        ,628,459 PC  BURGLARY VEHICLE,2299,38.59753852,-121.4264174
1/25/06 18:00,424 HOWE AVE,3,3C        ,877,484 PC   PETTY THEFT/INSIDE,2308,38.5732988,-121.4135687
1/25/06 18:00,1709 Q ST,3,3B        ,766,459 PC  BURGLARY VEHICLE,2299,38.5701967,-121.4865708
1/25/06 18:09,2217 MIDDLEBERRY RD,2,2C        ,606,5150 WI DANGER SELF/OTHERS,7000,38.60558911,-121.4257578
1/25/06 18:30,ELEANOR AVE / NORWOOD AVE,2,2B        ,552,243(D) PC BATT/CIVILIAN W/INJ,1315,38.61684415,-121.4569468
1/25/06 18:30,2809 OCCIDENTAL DR,3,3C        ,1106,10851(A)VC TAKE VEH W/O OWNER,2404,38.55408112,-121.3935632
1/25/06 18:30,1729 G ST,3,3B        ,726,10851(A)VC TAKE VEH W/O OWNER,2404,38.58105799,-121.4812732
1/25/06 18:32,2267 ANTON WAY,1,1A        ,115,PROTECTIVE CUSTODY-I RPT,7000,38.66842409,-121.5093439
1/25/06 18:32,NORTH AVE / RIPLEY ST,2,2A        ,237,20002(A) HIT/RUN,5401,38.63991928,-121.4137628
1/25/06 18:45,2451 MEADOWVIEW RD,5,5A        ,1396,FAMILY DISTURBANCE - I RPT,7000,38.48306838,-121.4774573
1/25/06 18:45,3630 24TH AVE,6,6A        ,1071,487(A) PC GRAND THEFT,2303,38.53064464,-121.4672369
1/25/06 19:00,12TH ST / E ST,3,3A        ,715,12022.1 PC COMMIT FEL ON BAIL,5212,38.58506592,-121.4884229
1/25/06 19:00,545 K ST,3,3M        ,742,MISSING PERSON,7000,38.58052209,-121.4986248
1/25/06 19:00,2150 STOCKTON BLVD,6,6B        ,1003,CASUALTY REPORT,7000,38.55727813,-121.4614322
1/25/06 19:00,W ST / 10TH ST,3,3A        ,784,459 PC  BURGLARY VEHICLE,2299,38.56602524,-121.4996535
1/25/06 19:00,5926 CAMELLIA AVE,3,3C        ,879,FRAUD OR BUNCO - I RPT,7000,38.56990044,-121.4263983
1/25/06 19:10,113 K ST,3,3M        ,741,484 PETTY THEFT-SHOPLIFT,2303,38.58245363,-121.5052755
1/25/06 19:15,2338 FLORIN RD,5,5A        ,1364,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.49502927,-121.4847037
1/25/06 19:20,8101 COSUMNES RIVER BLVD,5,5C        ,1639,487(A) PC GRAND THEFT-SHOPLIFT,2303,38.45718227,-121.4133413
1/25/06 19:23,RIO LINDA BLVD / JESSIE AVE,2,2A        ,234,10851 VC AUTO THEFT LOCATE,2404,38.64394428,-121.4477453
1/25/06 19:24,2751 W RIVER DR,1,1B        ,478,211 PC  ROBBERY UNSPECIFIED,1299,38.61330451,-121.5283878
1/25/06 19:26,1701 ARDEN WAY,2,2C        ,619,484 PETTY THEFT-SHOPLIFT,2303,38.60027317,-121.4252477
1/25/06 19:30,4592 58TH ST,6,6B        ,1065,MISSING PERSON,7000,38.53368123,-121.4386909
1/25/06 19:30,1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE,2299,38.54016571,-121.500048
1/25/06 19:30,15TH ST / T ST,3,3A        ,775,459 PC  BURGLARY VEHICLE,2299,38.5674553,-121.4913297
1/25/06 19:50,8020 RUSH RIVER DR,4,4C        ,1294,211 PC  ROBBERY UNSPECIFIED,1299,38.48255011,-121.5187359
1/25/06 19:56,1896 ARDEN WAY,2,2C        ,628,484 PETTY THEFT-SHOPLIFT,2303,38.59664183,-121.423349
1/25/06 19:56,1640 BELL AVE,2,2A        ,226,487(A) PC GRAND THEFT,2303,38.64724615,-121.4270748
1/25/06 20:00,7664 LA MANCHA WAY,5,5C        ,1605,484 PETTY THEFT/LICENSE PLATE,2399,38.48024572,-121.4309608
1/25/06 20:00,5408 56TH ST,6,6B        ,1086,10851(A)VC TAKE VEH W/O OWNER,2404,38.52568868,-121.4405784
1/25/06 20:13,4609 13TH AVE,6,6A        ,1053,TOWED/STORED VEHICLE,7000,38.54058014,-121.4526742
1/25/06 20:20,NEASHAM CIR / 2ND ST,3,3M        ,751,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.58054256,-121.5052992
1/25/06 20:26,BRUCEVILLE RD / VALLEY HI DR,5,5C        ,1624,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.4706931,-121.4271773
1/25/06 20:30,MACK RD / TANGERINE AVE,5,5B        ,1604,23222(B)POSSESS MARIJ IN VEH,5499,38.47427504,-121.4465943
1/25/06 20:30,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000,38.63862878,-121.3815598
1/25/06 20:30,37TH ST / 4TH AVE,6,6A        ,1014,11377(A)HS POSS AMPHETAMINES,3572,38.54990015,-121.4662539
1/25/06 20:35,STOCKTON BLVD / MASSIE CT,5,5C        ,1607,11364 HS POSS DRUG PARAPH,3599,38.47581524,-121.4196575
1/25/06 20:44,7780 STOCKTON BLVD,5,5C        ,1607,647(B) PC   PROSTITUTION,4004,38.4748515,-121.4196758
