cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/24/06 18:00,2015 21ST ST,3,3B        ,787,TELEPEST -I RPT,7000,38.56473346,-121.4831336
1/24/06 18:00,1122 17TH ST,3,3M        ,746,459 PC  BURGLARY VEHICLE,2299,38.57593958,-121.4849693
1/24/06 18:00,S ST / 17TH ST,3,3A        ,775,459 PC  BURGLARY VEHICLE,2299,38.56783954,-121.4881721
1/24/06 18:19,FRANKLIN BLVD / FRUITRIDGE RD,4,4B        ,969,TOWED/STORED VEH-14602.6,7000,38.52488785,-121.4717471
1/24/06 18:30,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000,38.63862878,-121.3815598
1/24/06 18:30,77 AUDIA CIR,5,5C        ,1605,TOWED/STORED VEHICLE,7000,38.48006405,-121.4331072
1/24/06 18:52,POCKET RD / RIVER ISLE WAY,4,4C        ,1282,211 PC  ROBBERY UNSPECIFIED,1299,38.49035188,-121.5502532
1/24/06 18:55,1695 ARDEN WAY,2,2C        ,616,484 PETTY THEFT-SHOPLIFT,2303,38.6017616,-121.4258271
1/24/06 19:00,5613 FOLSOM BLVD,3,3C        ,846,594(B)(2)(A) VANDALISM/ -$400,2999,38.55835434,-121.4377169
1/24/06 19:07,809 UNION ST,2,2B        ,523,11377(A)HS POSS AMPHETAMINES,3572,38.62821864,-121.4472475
1/24/06 19:19,3011 T ST,3,3C        ,861,211 PC  ROBBERY UNSPECIFIED,1299,38.56226855,-121.4705855
1/24/06 19:28,3049 CLAY ST,2,2B        ,545,FAMILY DISTURBANCE - I RPT,7000,38.62309594,-121.4395025
1/24/06 19:33,5330 STOCKTON BLVD,6,6B        ,1084,484 PETTY THEFT-SHOPLIFT,2303,38.52652786,-121.4443436
1/24/06 19:43,2100 HARVARD ST,2,2C        ,605,5150 WI DANGER SELF/OTHERS,7000,38.60534892,-121.4372414
1/24/06 20:00,2719 RIVER PLAZA DR,1,1B        ,478,10851(A)VC TAKE VEH W/O OWNER,2404,38.60812197,-121.5254614
1/24/06 20:00,7767 LA RIVIERA DR,3,3C        ,888,10851(A)VC TAKE VEH W/O OWNER,2404,38.55575132,-121.411779
1/24/06 20:00,1424 24TH ST,3,3B        ,767,594.3(A)VANDAL/PLACE OF WORSHI,2999,38.57011311,-121.4770995
1/24/06 20:10,717 K ST,3,3M        ,742,594(B)(1)PC  VANDALISM +$400,2999,38.5803421,-121.4970134
1/24/06 20:10,4530 78TH ST,6,6C        ,1132,10851(A)VC TAKE VEH W/O OWNER,2404,38.53381252,-121.4136728
1/24/06 20:12,2239 CRAIG AVE,5,5A        ,1503,211 PC ROBBERY-PURSE SNATCH,1210,38.47824756,-121.4856527
1/24/06 20:15,13TH ST / F ST,3,3A        ,725,11364 HS POSS DRUG PARAPH,3599,38.58354799,-121.4873108
1/24/06 20:25,MENDEL WAY / GARAVENTA WAY,1,1C        ,426,211 PC  ROBBERY UNSPECIFIED,1299,38.61872555,-121.4884088
1/24/06 20:30,2751 WILMINGTON AVE,4,4B        ,958,459 PC  BURGLARY BUSINESS,2203,38.53874125,-121.4778223
1/24/06 20:40,19TH ST / S ST,3,3B        ,776,20002(A) HIT/RUN,5401,38.56713032,-121.4855226
1/24/06 20:49,DETROIT BLVD / MEADOWVIEW RD,5,5A        ,1398,TOWED/STORED VEH-14602.6,7000,38.48151147,-121.4684313
1/24/06 21:00,3200 TRENTWOOD WAY,5,5A        ,1398,10851(A)VC TAKE VEH W/O OWNER,2404,38.48524112,-121.4709678
1/24/06 21:00,946 CARMELITA AVE,2,2B        ,523,242 PC  BATTERY CIVILIAN,1313,38.63014101,-121.4438475
1/24/06 21:00,7922 CENTER PKWY,5,5B        ,1622,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.46977532,-121.4348584
1/24/06 21:00,2733 BRANCH ST,2,2B        ,553,THREATS - I RPT,7000,38.61701846,-121.4444853
1/24/06 21:02,BROADWAY / STOCKTON BLVD,6,6A        ,1007,TOWED/STORED VEH-14602.6,7000,38.54675579,-121.4538401
1/24/06 21:15,3953 SHERMAN WAY,6,6B        ,1003,484 PETTY THEFT CLOUT UNLOCKED,2305,38.55465448,-121.4605673
1/24/06 21:28,6929 LEMONDROP CT,6,6C        ,1403,5150 WI DANGER SELF/OTHERS,7000,38.51688672,-121.4224553
1/24/06 21:28,1501 NORTHGATE BLVD,1,1C        ,454,CASUALTY REPORT,7000,38.59836815,-121.4769484
1/24/06 21:30,1920 BOWLING GREEN DR,2,2C        ,606,487(D)GRAND THEFT FIREARM/ANIM,2399,38.6066633,-121.4219976
1/24/06 21:39,Q ST / 22ND ST,3,3B        ,767,20002(A) HIT/RUN,5401,38.56824234,-121.4805829
1/24/06 21:47,6429 RIVERSIDE BLVD,4,4C        ,1262,CASUALTY REPORT,7000,38.51042757,-121.5419071
1/24/06 22:00,2451 MEADOWVIEW RD,5,5A        ,1396,166(A)(4) WILFUL DISOBEY CT OR,5005,38.48306838,-121.4774573
1/24/06 22:00,23 PRESTWICK CT,1,1B        ,435,273.6(A) PC VIO DV COURT ORDER,5007,38.61601768,-121.4971012
1/24/06 22:04,4001 J ST,3,3C        ,832,484 PC   PETTY THEFT/INSIDE,2308,38.57052225,-121.4521612
1/24/06 22:20,BROADWAY / 32ND ST,6,6A        ,1012,12316(B)(1)FELON POSSESS AMMO,5299,38.55500397,-121.4714437
