cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/17/06 7:00,2427 PRINCETON ST,2,2C        ,605,459 PC  BURGLARY RESIDENCE,2204,38.60964455,-121.4306981
1/17/06 7:10,2704 D ST,3,3B        ,718,TOWED/STORED VEHICLE,7000,38.58045703,-121.4674526
1/17/06 7:30,2851 UTAH AVE,5,5A        ,1386,594(B)(2)(A) VANDALISM/ -$400,2999,38.48927894,-121.4742605
1/17/06 7:30,3218 MARSHSONG AVE,1,1A        ,303,MISSING PERSON,7000,38.64726866,-121.5330756
1/17/06 7:30,2825 50TH ST,6,6B        ,1019,484 PC   PETTY THEFT/INSIDE,2308,38.54892406,-121.4466868
1/17/06 7:36,1828 WOOLLEY WAY,2,2C        ,606,TOWED/STORED VEHICLE,7000,38.60950023,-121.4237244
1/17/06 7:44,2037 ETHAN WAY,2,2C        ,617,TOWED/STORED VEHICLE,7000,38.60324441,-121.4203141
1/17/06 8:00,I ST / 17TH ST,3,3M        ,736,484 PETTY THEFT/LICENSE PLATE,2399,38.57884334,-121.4834127
1/17/06 8:00,6797 FRATES WAY,4,4C        ,1261,459 PC  BURGLARY RESIDENCE,2204,38.50339936,-121.5478368
1/17/06 8:00,3430 NORTHGATE BLVD,1,1C        ,419,484G(B) PC ACCESS CARD FRAUD,2605,38.62988799,-121.4749528
1/17/06 8:00,2653 2ND AVE,4,4A        ,908,484G(B) PC ACCESS CARD FRAUD,2605,38.55463449,-121.4795909
1/17/06 8:00,3200 TRUXEL RD,1,1C        ,414,530.5 PC USE PERSONAL ID INFO,2604,38.62698775,-121.4971148
1/17/06 8:16,MACK RD / VALLEY HI DR,5,5C        ,1606,TOWED/STORED VEH-14602.6,7000,38.47421612,-121.42717
1/17/06 8:30,4601 H ST,3,3C        ,824,459 PC  BURGLARY VEHICLE,2299,38.57026986,-121.4441463
1/17/06 8:36,8206 LA ALMENDRA WAY,5,5C        ,1634,TOWED/STORED VEHICLE,7000,38.4589237,-121.4338127
1/17/06 8:38,CATSKILL WAY / VERANO ST,2,2B        ,537,TOWED/STORED VEHICLE,7000,38.62976876,-121.4183691
1/17/06 8:45,SAN JUAN RD / GUILLEMOT DR,1,1B        ,344,TOWED/STORED VEHICLE,7000,38.62776114,-121.5282186
1/17/06 8:47,2604 53RD AVE,4,4B        ,1346,TOWED/STORED VEHICLE,7000,38.50279498,-121.4786198
1/17/06 8:50,2810 GATEWAY OAKS DR,1,1B        ,421,11364 HS POSS DRUG PARAPH,3599,38.62085306,-121.5163987
1/17/06 8:56,740 HARRIS AVE,2,2A        ,502,10851 VC AUTO THEFT LOCATE,2404,38.63832633,-121.4483735
1/17/06 8:59,4206 VALLEY HI DR,5,5B        ,1618,TOWED/STORED VEHICLE,7000,38.46442316,-121.455388
1/17/06 9:00,2801 L ST,3,3B        ,748,MISSING PERSON I RPT,7000,38.57201606,-121.4692575
1/17/06 9:00,6220 WEATHERFORD WAY,5,5C        ,1635,459 PC  BURGLARY RESIDENCE,2204,38.46360509,-121.4303669
1/17/06 9:15,3066 FREEPORT BLVD,4,4A        ,925,GRAFFITI PROBLEMS- I RPT,7000,38.5488551,-121.4908853
1/17/06 9:22,40 TWIN LEAF CT,2,2A        ,212,530.5 PC USE PERSONAL ID INFO,2604,38.65572801,-121.461357
1/17/06 9:24,40 TWIN LEAF CT,2,2A        ,212,530.5 PC USE PERSONAL ID INFO,2604,38.65572801,-121.461357
1/17/06 9:29,FREEPORT BLVD / BIDWELL WAY,4,4A        ,936,11357(B)HS POSS -28.5GR MARIJ,3562,38.5496714,-121.4891871
1/17/06 9:29,6400 JACINTO AVE,5,5C        ,1661,10851 VC AUTO THEFT LOCATE,2404,38.44258851,-121.428883
1/17/06 9:31,3301 FONG RANCH RD,1,1B        ,404,TOWED/STORED VEH-14602.6,7000,38.63020663,-121.4959999
1/17/06 9:32,2215 K ST,3,3B        ,747,647(F) PC DIP - DISORDERLY,5311,38.57503046,-121.4769586
1/17/06 9:32,DAYTON ST / DEL PASO BLVD,2,2B        ,527,TOWED/STORED VEHICLE,7000,38.63110431,-121.4180257
1/17/06 9:47,1250 WHITNEY AVE,3,3A        ,764,587C PC EVADE PAYMENT RAILFARE,2699,38.57100991,-121.4935219
1/17/06 9:51,1936 FRIENZA AVE,2,2C        ,568,10851 VC AUTO THEFT LOCATE,2404,38.61264781,-121.4216656
1/17/06 9:53,6400 JACINTO AVE,5,5C        ,1661,TOWED/STORED VEHICLE,7000,38.44258851,-121.428883
1/17/06 9:55,BAKER AVE / STOCKTON BLVD,6,          ,1064,647(B) PC   PROSTITUTION,4004,38.53266824,-121.4461521
1/17/06 9:55,4940 VIRGINIA WAY,4,4B        ,966,211 PC ROBBERY-PURSE SNATCH,1210,38.52960558,-121.4932774
1/17/06 9:56,7901 LA RIVIERA DR,3,3C        ,888,TOWED/STORED VEHICLE,7000,38.55783227,-121.4100658
1/17/06 9:57,2ND AVE / 35TH ST,6,6A        ,1013,TRAFFIC-ACCIDENT-NON INJURY,5400,38.5526734,-121.4680096
1/17/06 9:59,2633 RIVERSIDE BLVD,4,4A        ,905,503 PC   EMBEZZLEMENT,2799,38.56068556,-121.4992887
1/17/06 10:00,7201 GLORIA DR,4,4C        ,1267,SUSP PERS-NO CRIME - I RPT,7000,38.49556817,-121.5423064
