cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/20/06 15:30,3671 BUSINESS DR,6,6C        ,1114,459 PC  BURGLARY BUSINESS,2203,38.54131886,-121.4188976
1/20/06 15:30,8585 MORRISON CREEK DR,6,6C        ,1448,487(A) PC GRAND THEFT,2303,38.50615678,-121.3859186
1/20/06 15:30,5410 BONNIEMAE WAY,6,6B        ,1084,LOST PROPERTY - I RPT,7000,38.52659579,-121.4516733
1/20/06 15:34,13TH ST / E ST,3,3A        ,715,11364 HS POSS DRUG PARAPH,3599,38.58464151,-121.4868341
1/20/06 15:36,6879 14TH AVE,6,6C        ,1121,20002(A) HIT/RUN,5401,38.54146972,-121.4254625
1/20/06 15:36,6879 14TH AVE,6,6C        ,1121,GANG ACTIVITY - I RPT,7000,38.54146972,-121.4254625
1/20/06 15:44,2313 LARAMIE LN,2,2C        ,606,212.5(A)ROBBERY-INHAB DWELLING,1299,38.60814196,-121.4217162
1/20/06 15:50,2315 34TH ST,6,6B        ,1002,242 PC  BATTERY CIVILIAN,1313,38.55630084,-121.4662305
1/20/06 16:00,6921 MESA GRANDE CT,6,6C        ,1443,MISSING PERSON,7000,38.50770592,-121.4233403
1/20/06 16:00,8001 BRUCEVILLE RD,5,5C        ,1639,MISSING PERSON,7000,38.46689445,-121.4170895
1/20/06 16:00,8001 BRUCEVILLE RD,5,5C        ,1639,MISSING PERSON,7000,38.46689445,-121.4170895
1/20/06 16:00,8001 BRUCEVILLE RD,5,5C        ,1639,MISSING PERSON,7000,38.46689445,-121.4170895
1/20/06 16:00,2775 GREYMERE WAY,1,1C        ,436,10851(A)VC TAKE VEH W/O OWNER,2404,38.61551678,-121.4874449
1/20/06 16:00,120 MAIN AVE,2,2A        ,221,459 PC  BURGLARY BUSINESS,2203,38.65479391,-121.4689877
1/20/06 16:00,2608 17TH ST,4,4A        ,906,487(A) PC GRAND THEFT,2303,38.55971842,-121.4922242
1/20/06 16:07,4740 FREEPORT BLVD,4,4A        ,956,476 PC PASS FICTICIOUS CHECK,2501,38.53218208,-121.4953461
1/20/06 16:30,1105 L ST,3,3M        ,744,484G(B) PC ACCESS CARD FRAUD,2605,38.57763638,-121.492387
1/20/06 16:30,1000 ALAMOS AVE,2,2B        ,553,484 PC   PETTY THEFT/INSIDE,2308,38.61996363,-121.4436574
1/20/06 16:33,8TH AVE / MARTIN LUTHER KING JR BLVD,6,6A        ,1032,TRAFFIC-ACCIDENT INJURY,5400,38.54456589,-121.4647099
1/20/06 16:37,5 PASTURE CT,1,1B        ,403,CASUALTY REPORT,7000,38.62864136,-121.4878406
1/20/06 16:38,STOCKTON BLVD / 3RD AVE,6,6A        ,1007,10851 VC AUTO THEFT LOCATE,2404,38.54923149,-121.4547618
1/20/06 16:45,1118 7TH ST,3,3M        ,742,SUSP PERS-NO CRIME - I RPT,7000,38.57966477,-121.4984909
1/20/06 16:46,63 DEAN RD,2,2C        ,612,CASUALTY REPORT,7000,38.60167619,-121.4641553
1/20/06 16:50,7543 MEADOWAIR WAY,5,5A        ,1396,10851 VC AUTO THEFT LOCATE,2404,38.48437601,-121.4751559
1/20/06 17:00,7316 MANDY DR,5,5B        ,1369,459 PC  BURGLARY RESIDENCE,2204,38.49152941,-121.4591154
1/20/06 17:00,2913 MARYSVILLE BLVD,2,2B        ,553,MISSING PERSON,7000,38.62037723,-121.4371893
1/20/06 17:07,F ST / 30TH ST,3,3C        ,821,TOWED/STORED VEHICLE,7000,38.57749764,-121.4646342
1/20/06 17:15,7TH ST / L ST,3,3M        ,742,647(F) PC DIP - DISORDERLY,5311,38.5791674,-121.4984069
1/20/06 17:16,RIVERSIDE BLVD / BROADWAY,4,4A        ,905,9.04.050 A DRINKING IN PUBLIC,7399,38.56321928,-121.4984736
1/20/06 17:22,GARDENDALE RD / SPRINGMAN ST,5,5A        ,1363,14601.1(A) VC LIC SUSP OTHER,5499,38.49046124,-121.4776303
1/20/06 17:30,2696 STONECREEK DR,1,1B        ,435,THREATS - I RPT,7000,38.61463322,-121.4913256
1/20/06 17:31,GRANDSTAFF DR / LINDBROOK WAY,5,5C        ,1637,4463(A)(1) VC ALTER REG,5499,38.46719286,-121.4262414
1/20/06 17:35,E ST / 14TH ST,3,3A        ,715,148.9 PC FALSE ID TO OFFICER,4803,38.58428687,-121.4855038
1/20/06 17:35,6205 RIVERSIDE BLVD,4,4C        ,1265,594(B)(2)(A) VANDALISM/ -$400,2999,38.51385568,-121.5292089
1/20/06 17:36,6 SEA ANCHOR CT,2,2A        ,213,5150 WI DANGER SELF/OTHERS,7000,38.6557853,-121.4559846
1/20/06 17:37,FAIRGROUNDS DR / ARENA CT,6,6B        ,1019,451(D) PC  ARSON OF PROPERTY,2099,38.54957241,-121.4427445
1/20/06 17:40,5500 19TH AVE,6,6B        ,1065,10851 VC AUTO THEFT LOCATE,2404,38.5346545,-121.4417772
1/20/06 17:45,424 HOWE AVE,3,3C        ,877,TRAFFIC-ACCIDENT-NON INJURY,5400,38.5732988,-121.4135687
1/20/06 17:50,1689 ARDEN WAY,2,2C        ,619,NON INJ HR/MAIL OUT REPORT,7000,38.60154457,-121.42747
1/20/06 18:00,7646 NIXOS WY,4,4B        ,977,484 PETTY THEFT/LICENSE PLATE,2399,38.5248104,-121.483171
