cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/9/06 0:01,8236 CENTER PKWY,5,5B        ,1633,459 PC  BURGLARY VEHICLE,2299,38.45936698,-121.4301423
1/9/06 0:01,4855 DARLINGTON LN,1,1A        ,130,459 PC  BURGLARY VEHICLE,2299,38.66058449,-121.5429309
1/9/06 0:01,2155 55TH AVE,4,4B        ,1353,530.5 PC USE PERSONAL ID INFO,2604,38.50102546,-121.4875817
1/9/06 0:01,8376 FRUITRIDGE RD,6,6C        ,1407,487(A) GRAND THEFT-INSIDE,2308,38.52466889,-121.3929846
1/9/06 0:01,1109 1/2 39TH ST,3,3C        ,843,530.5 PC USE PERSONAL ID INFO,2604,38.56831488,-121.4551476
1/9/06 0:05,1689 ARDEN WAY,2,2C        ,619,10851 VC AUTO THEFT LOCATE,2404,38.60154457,-121.42747
1/9/06 0:09,226 SANTIAGO AVE,2,2B        ,551,10851(A)VC TAKE VEH W/O OWNER,2404,38.6118742,-121.4611073
1/9/06 0:10,3916 TEMPLE AVE,6,6A        ,1051,10851 VC AUTO THEFT LOCATE,2404,38.53896764,-121.4702374
1/9/06 0:15,5TH ST / S ST,3,3A        ,773,211 PC  ROBBERY UNSPECIFIED,1299,38.57216632,-121.5043919
1/9/06 0:21,845 EL CAMINO AVE,2,2B        ,564,11364 HS POSS DRUG PARAPH,3599,38.61138598,-121.4472415
1/9/06 0:30,AMERICAN RIVER DR / HOWE AVE,3,3C        ,877,10851(A)VC TAKE VEH W/O OWNER,2404,38.5695415,-121.409084
1/9/06 0:30,4570 TIDEWIND DR,2,2A        ,223,484 PC   PETTY THEFT/INSIDE,2308,38.65120874,-121.4515199
1/9/06 0:30,17 LA PERA CT,5,5B        ,1602,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.48832414,-121.4571972
1/9/06 0:41,4307 BURGESS DR,2,2A        ,233,451(B) PC ARSON OF INHAB STRUC,2099,38.64628124,-121.4553219
1/9/06 0:45,3765 ANDROS WAY,5,5B        ,1612,MISSING PERSON,7000,38.4811677,-121.4647448
1/9/06 0:45,6205 RIVERSIDE BLVD,4,4C        ,1265,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.51368568,-121.5292694
1/9/06 0:50,EL CAMINO AVE / DEL PASO BLVD,2,2C        ,563,TOWED/STORED VEH-14602.6,7000,38.61112661,-121.4487064
1/9/06 1:07,6421 RIVERSIDE BLVD,4,4C        ,1262,459 PC  BURGLARY BUSINESS,2203,38.51042757,-121.5419071
1/9/06 1:18,4332 NORWOOD AVE,2,2A        ,233,MISSING PERSON,7000,38.64642723,-121.4560035
1/9/06 1:35,941 43RD AVE,4,4C        ,1251,5150 WI DANGER SELF/OTHERS,7000,38.51658451,-121.5236897
1/9/06 1:45,2750 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON,7000,38.53881527,-121.479014
1/9/06 1:49,ALHAMBRA BLVD / W ST,6,6A        ,1001,647(F) PC DIP - DISORDERLY,5311,38.55806637,-121.4715924
1/9/06 2:10,8017 ARROYO VISTA DR,5,5C        ,1637,459 PC  BURGLARY VEHICLE,2299,38.46703933,-121.419142
1/9/06 2:30,FRUITRIDGE RD / STOCKTON BLVD,6,6B        ,1086,10851(A)VC TAKE VEH W/O OWNER,2404,38.52497346,-121.4425904
1/9/06 2:43,5321 STOCKTON BLVD,6,6B        ,1086,FOUND PROPERTY - I RPT,7000,38.52709836,-121.4424934
1/9/06 2:48,2636 LATHAM DR,3,3C        ,877,459 PC  BURGLARY BUSINESS,2203,38.56945352,-121.4005189
1/9/06 3:00,2750 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON,7000,38.53881527,-121.479014
1/9/06 3:27,2444 EMPRESS ST,2,2C        ,603,459 PC  BURGLARY RESIDENCE,2204,38.61000927,-121.4470317
1/9/06 3:54,104 FOUNTAIN OAKS CIR,4,4C        ,1296,10851(A)VC TAKE VEH W/O OWNER,2404,38.4873608,-121.5160587
1/9/06 3:59,1331 21ST ST,3,3B        ,747,459 PC  BURGLARY BUSINESS,2203,38.57211152,-121.4800056
1/9/06 4:49,2201 K ST,3,3B        ,747,459 PC  BURGLARY BUSINESS,2203,38.57510308,-121.4772309
1/9/06 5:00,6222 BOBBIWOOD WAY,6,6C        ,1441,459 PC  BURGLARY RESIDENCE,2204,38.50643674,-121.4315489
1/9/06 5:42,UNION ST / RIO LINDA BLVD,2,2B        ,523,11377(A)HS POSS AMPHETAMINES,3572,38.62798003,-121.4461572
1/9/06 5:53,S WATT AVE / FRUITRIDGE RD,6,6C        ,1409,TRAFFIC-ACCIDENT-NON INJURY,5400,38.52524507,-121.3702937
1/9/06 6:00,3257 NORTHVIEW DR,1,1C        ,418,459 PC  BURGLARY VEHICLE,2299,38.62712763,-121.4772274
1/9/06 6:25,6 DEERTREE CT,5,5B        ,1616,10851(A)VC TAKE VEH W/O OWNER,2404,38.46956286,-121.4616848
1/9/06 6:30,2303 ROANOKE AVE,2,2A        ,517,10851(A)VC TAKE VEH W/O OWNER,2404,38.6347855,-121.4134444
1/9/06 6:36,56TH ST / BROADWAY,6,6B        ,1019,20002(A) HIT/RUN,5401,38.546706,-121.440543
1/9/06 6:41,2150 STOCKTON BLVD,6,6B        ,1003,5150 WI DANGER SELF/OTHERS,7000,38.55727813,-121.4614322
1/9/06 6:50,1002 2ND ST,3,3M        ,741,459 PC  BURGLARY BUSINESS,2203,38.5828944,-121.5043244
