cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/20/06 20:52,5191 POMEGRANATE AVE,5,5B        ,1603,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.48440531,-121.442121
1/20/06 21:00,2600 RIO LINDA BLVD,2,2B        ,563,NARCOTICS SUSP/EVID/ACT- I RPT,7000,38.61483626,-121.4458043
1/20/06 21:00,2546 TRACTION AVE,2,2B        ,563,GANG ACTIVITY - I RPT,7000,38.61250178,-121.45439
1/20/06 21:00,V ST / 11TH ST,3,3A        ,784,215(A) PC    CARJACKING,1212,38.56675336,-121.4978541
1/20/06 21:00,3300 40TH ST,6,6A        ,1042,459 PC  BURGLARY RESIDENCE,2204,38.54445478,-121.4608856
1/20/06 21:07,ALHAMBRA BLVD / 1ST AVE,6,6A        ,1011,TOWED/STORED VEHICLE,7000,38.55513128,-121.4728661
1/20/06 21:10,401 I ST,3,3M        ,712,SUSP PERS-NO CRIME - I RPT,7000,38.58370044,-121.5008344
1/20/06 21:10,BUTTERWORTH AVE / SWAIM CT,2,2B        ,531,12020(A)(4) PC DIRK/DAGGER,5212,38.62729294,-121.4641272
1/20/06 21:15,37TH ST / 3RD AVE,6,6A        ,1014,11364 HS POSS DRUG PARAPH,3599,38.55093059,-121.4658126
1/20/06 21:25,BROADWAY / 38TH ST,6,6A        ,1014,11364 HS POSS DRUG PARAPH,3599,38.54775932,-121.4652804
1/20/06 21:28,7279 RIVERWIND WAY,4,4C        ,1282,459 PC  BURGLARY RESIDENCE,2204,38.49335086,-121.5468452
1/20/06 21:30,27TH ST / F ST,3,3B        ,728,10851(A)VC TAKE VEH W/O OWNER,2404,38.57856783,-121.468649
1/20/06 21:30,FRUITRIDGE RD / 70TH ST,6,6C        ,1152,TOWED/STORED VEH-14602.6,7000,38.52506613,-121.4217494
1/20/06 21:45,FRONT ST / NEASHAM CIR,3,3A        ,761,459 PC  BURGLARY VEHICLE,2299,38.57899998,-121.5073808
1/20/06 21:50,805 15TH ST,3,3A        ,735,BATTERY - I RPT,7000,38.58033768,-121.4853853
1/20/06 21:55,4108 28TH ST,4,4B        ,958,O/S AGENCY -ASSISTANCE- I RPT,7000,38.53714433,-121.4762678
1/20/06 22:00,110 LUNA GRANDE CIR,1,1B        ,401,10851(A)VC TAKE VEH W/O OWNER,2404,38.62816341,-121.4991088
1/20/06 22:00,1696 ARDEN WAY,2,2C        ,628,10851(A)VC TAKE VEH W/O OWNER,2404,38.59891162,-121.4258885
1/20/06 22:00,1838 AUBURN BLVD,2,2C        ,567,484 PC   PETTY THEFT/INSIDE,2308,38.62108959,-121.4234663
1/20/06 22:07,MACK RD / BROOKFIELD DR,5,5B        ,1614,23103(A) RECKLESS ON HIGHWAY,5499,38.48093723,-121.4630104
1/20/06 22:07,NORTHGATE BLVD / ARDEN GARDEN CONNECTOR,1,1C        ,449,TOWED/STORED VEH-14602.6,7000,38.60505944,-121.475608
1/20/06 22:20,1900 CANTERBURY RD,2,2C        ,613,11378 HS POSS CNTRL SUB/SALE,3599,38.60108154,-121.456171
1/20/06 22:20,AMHERST ST / GLIDDEN AVE,5,5A        ,1391,11359 HS POSS FOR SALE MARIJ,3560,38.48269052,-121.5013272
1/20/06 22:26,1140 ACACIA AVE,2,2B        ,553,THREATS - I RPT,7000,38.62149711,-121.4404952
1/20/06 22:30,391 MAHONIA CIR,1,1A        ,104,10851(A)VC TAKE VEH W/O OWNER,2404,38.67598139,-121.510115
1/20/06 22:30,65TH ST / S ST,3,3C        ,856,ROBBERY - I RPT,7000,38.55167203,-121.4279016
1/20/06 22:34,750 46TH ST,3,3C        ,824,211 PC ROBBERY- BUSINESS,1299,38.57046834,-121.4448793
1/20/06 22:36,5610 JACINTO AVE,5,5C        ,1661,459 PC  BURGLARY RESIDENCE,2204,38.44549208,-121.4386328
1/20/06 23:00,3468 RANCHO RIO WAY,1,1C        ,405,MISSING PERSON,7000,38.6312171,-121.4829071
1/20/06 23:00,4500 TRUXEL RD,1,1A        ,306,459 PC  BURGLARY VEHICLE,2299,38.65357208,-121.5095127
1/20/06 23:00,3301 LONG BRANCH CT,1,1B        ,401,459 PC  BURGLARY VEHICLE,2299,38.62825953,-121.5093788
1/20/06 23:00,920 9TH AVE,4,4A        ,933,459 PC  BURGLARY VEHICLE,2299,38.54838986,-121.5077495
1/20/06 23:00,2641 ROCHON WAY,4,4A        ,918,594(B)(2)(A) VANDALISM/ -$400,2999,38.55163345,-121.4796512
1/20/06 23:00,1435 RIVER PARK DR,2,2C        ,626,459 PC  BURGLARY VEHICLE,2299,38.59747522,-121.440988
1/20/06 23:00,2001 CLUB CENTER DR,1,1A        ,106,594(B)(1)PC  VANDALISM +$400,2999,38.6715134,-121.5055012
1/20/06 23:05,FLORIN RD / LUTHER DR,5,5B        ,1359,23222(B)POSSESS MARIJ IN VEH,5499,38.49596852,-121.4653782
1/20/06 23:07,4788 KIT WAY,2,2A        ,222,MISSING PERSON,7000,38.65478362,-121.4625863
1/20/06 23:15,1430 S ST,3,3A        ,775,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,38.56838809,-121.4911412
1/20/06 23:15,7579 32ND ST,5,5A        ,1398,459 PC  BURGLARY RESIDENCE,2204,38.48245049,-121.4708033
1/20/06 23:15,5301 FRUITRIDGE RD,6,6B        ,1084,11364 HS POSS DRUG PARAPH,3599,38.52517945,-121.4443121
