cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/17/06 17:00,4640 NATOMAS BLVD,1,1A        ,145,484 PC   PETTY THEFT/INSIDE,2308,38.65731154,-121.5119979
1/17/06 17:05,TRUXEL RD / SAN JUAN RD,1,1B        ,404,TRAFFIC-ACCIDENT INJURY,5400,38.62741952,-121.4978994
1/17/06 17:11,5770 FREEPORT BLVD,4,4C        ,985,1551(A) FUGITIVE FROM JUSTICE,4902,38.52199137,-121.4990149
1/17/06 17:14,4120 MARTIN LUTHER KING JR BLVD,6,6A        ,1061,459 PC  BURGLARY BUSINESS,2203,38.53704366,-121.465067
1/17/06 17:16,THORNTON AVE / N 16TH ST,3,3A        ,707,TRAFFIC-ACCIDENT INJURY,5400,38.58964798,-121.4802031
1/17/06 17:21,1209 21ST ST,3,3B        ,747,647(F) PC DIP - DISORDERLY,5311,38.57369871,-121.4794029
1/17/06 17:24,1930 9TH ST,3,3A        ,773,TRAFFIC-ACCIDENT-NON INJURY,5400,38.57006806,-121.4998385
1/17/06 17:30,1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE,2299,38.54016571,-121.500048
1/17/06 17:30,2540 SEAMIST DR,1,1B        ,444,10851(A)VC TAKE VEH W/O OWNER,2404,38.61257305,-121.4936677
1/17/06 17:30,3008 D ST,3,3C        ,811,484 PETTY THEFT/LICENSE PLATE,2399,38.57944539,-121.4630454
1/17/06 17:30,1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE,2299,38.54016571,-121.500048
1/17/06 17:30,1689 ARDEN WAY,2,2C        ,619,459 PC  BURGLARY VEHICLE,2299,38.60154457,-121.42747
1/17/06 17:40,DIXIEANNE AVE / EMPRESS ST,2,2C        ,603,653.22(A) LOITER PROSTITUTION,4099,38.60930505,-121.4473452
1/17/06 17:43,3160 FOLSOM BLVD,3,3C        ,851,5150 WI DANGER SELF/OTHERS,7000,38.56838945,-121.4658463
1/17/06 17:47,43RD AVE / S LAND PARK DR,4,4C        ,1247,TRAFFIC-ACCIDENT INJURY,5400,38.51590927,-121.5145057
1/17/06 18:00,5953 RIVERSIDE BLVD,4,4C        ,1251,HARASSMENT - I RPT,7000,38.51921686,-121.5227808
1/17/06 18:00,8206 LAKE FOREST DR,3,3C        ,1103,594(B)(2)(A) VANDALISM/ -$400,2999,38.55048551,-121.4028462
1/17/06 18:00,6335 MCMAHON DR,6,6B        ,1402,487(A) GRAND THEFT-INSIDE,2308,38.51996349,-121.429358
1/17/06 18:00,2751 WILMINGTON AVE,4,4B        ,958,487(A) PC GRAND THEFT,2303,38.53874125,-121.4778223
1/17/06 18:03,4050 FLORIN RD,5,5B        ,1369,POSSIBLE STOLEN PROPERTY-I RPT,7000,38.49556587,-121.4596858
1/17/06 18:21,25TH ST / FLORIN RD,4,5A        ,1356,23222(B)POSSESS MARIJ IN VEH,5499,38.49576768,-121.4803518
1/17/06 18:30,SERRA WAY / 32ND ST,3,3C        ,861,211 PC  ROBBERY UNSPECIFIED,1299,38.56170554,-121.4681696
1/17/06 18:30,1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE,2299,38.54016571,-121.500048
1/17/06 18:30,2637 51ST AVE,4,4B        ,1336,TOWED/STORED VEHICLE,7000,38.50603275,-121.4768629
1/17/06 18:31,37TH ST / 3RD AVE,6,6A        ,1014,11352(A)HS SALE/TRANS CNTL SUB,3532,38.55093059,-121.4658126
1/17/06 18:37,3453 RAMONA AVE,6,6C        ,1113,10851(A)VC TAKE VEH W/O OWNER,2404,38.54307784,-121.4116003
1/17/06 18:47,2625 KIT CARSON ST,4,4A        ,903,11350(A)HS POSS CNTRL SUBST,3532,38.56277597,-121.5058526
1/17/06 18:49,25 CREEKS EDGE WAY,5,5B        ,1602,11550(A)HS UNDER INFL NARCOTIC,3599,38.4840083,-121.4556125
1/17/06 18:52,1370 35TH AVE,4,4C        ,1227,5150 WI DANGER SELF/OTHERS,7000,38.52137681,-121.5068067
1/17/06 18:57,360 MOREY AVE,2,2B        ,521,5150 WI DANGER SELF/OTHERS,7000,38.6341268,-121.4586425
1/17/06 19:00,FREEPORT BLVD / 14TH AVE,4,4A        ,947,459 PC  BURGLARY VEHICLE,2299,38.54120381,-121.4918839
1/17/06 19:00,3800 44TH ST,6,6A        ,1053,459 PC  BURGLARY RESIDENCE,2204,38.54021553,-121.4557117
1/17/06 19:00,5700 MACK RD,5,5C        ,1623,BURGLARY - I RPT,7000,38.47365629,-121.43393
1/17/06 19:02,209 NIMITZ ST,2,2A        ,236,HAZARDOUS SITUATION - I RPT,7000,38.64402751,-121.4247793
1/17/06 19:14,3900 MARTIN LUTHER KING JR BLVD,6,6A        ,1051,11378 HS POSS/SALE AMPHETAMINE,3571,38.5392541,-121.4650574
1/17/06 19:15,65TH ST / 21ST AVE,6,6B        ,1068,FOUND PROPERTY - I RPT,7000,38.53231925,-121.428595
1/17/06 19:19,3500 LARCHWOOD DR,1,1C        ,406,10851 VC AUTO THEFT LOCATE,2404,38.63160945,-121.4779367
1/17/06 19:25,ARCADE BLVD / COLFAX ST,2,2B        ,541,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.61955775,-121.465939
1/17/06 19:26,ARENA BLVD / I 5 NB,1,1A        ,325,TRAFFIC - I RPT,7000,38.64303305,-121.5259712
1/17/06 19:30,3644 J ST,3,3C        ,843,ROBBERY - I RPT,7000,38.57050893,-121.4574953
