cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/19/06 15:00,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000,38.63862878,-121.3815598
1/19/06 15:00,8TH ST / I ST,3,3M        ,732,594(B)(1)PC  VANDALISM +$400,2999,38.58211006,-121.4956541
1/19/06 15:00,2937 N MEADOWS PL,5,5A        ,1365,484 PC  PETTY THEFT AUTO PART,2304,38.49380643,-121.4711245
1/19/06 15:00,2350 AMERICAN RIVER DR,3,3C        ,877,10851(A)VC TAKE VEH W/O OWNER,2404,38.56816494,-121.4062379
1/19/06 15:00,5545 LEMON VIEW WAY,6,6B        ,1401,484 PETTY THEFT CLOUT UNLOCKED,2305,38.51700756,-121.4358127
1/19/06 15:07,12TH ST / K ST,3,3M        ,744,TOWED/STORED VEHICLE,7000,38.57849376,-121.4912825
1/19/06 15:19,FRANKLIN BLVD / FRUITRIDGE RD,4,4B        ,969,TOWED/STORED VEH-14602.6,7000,38.52488785,-121.4717471
1/19/06 15:25,113 K ST,3,3M        ,741,484 PETTY THEFT-SHOPLIFT,2303,38.58245363,-121.5052755
1/19/06 15:25,VALLEY HI DR / WEOTT CT,5,5B        ,1621,148.9 PC FALSE ID TO OFFICER,4803,38.46549508,-121.4378156
1/19/06 15:32,12TH ST / L ST,3,3M        ,744,TOWED/STORED VEH-14602.6,7000,38.57739748,-121.491759
1/19/06 15:45,35TH ST / Y ST,6,6A        ,1002,GANG ACTIVITY - I RPT,7000,38.55472055,-121.4671236
1/19/06 15:47,1525 AKRON WAY,4,4C        ,985,CHILD CUSTODY - I RPT,7000,38.52270247,-121.5008974
1/19/06 15:47,21ST ST / MEADOWVIEW RD,5,5A        ,1393,TRAFFIC-ACCIDENT INJURY,5400,38.48140918,-121.4933503
1/19/06 16:00,6366 MACK RD,5,5C        ,1623,484 PC   PETTY THEFT/INSIDE,2308,38.47295223,-121.4281268
1/19/06 16:00,7236 GREENHAVEN DR,4,4C        ,1269,11357(B)HS POSS -28.5GR MARIJ,3562,38.49372331,-121.5247086
1/19/06 16:00,5030 36TH ST,6,6A        ,1081,594(B)(1)PC  VANDALISM +$400,2999,38.52957118,-121.4684754
1/19/06 16:00,1408 RESPONSE RD,2,2C        ,626,459 PC  BURGLARY VEHICLE,2299,38.5971141,-121.4378627
1/19/06 16:00,FLORIN PERKINS RD / FOLSOM BLVD,3,3C        ,1116,TRAFFIC-ACCIDENT-NON INJURY,5400,38.54737452,-121.39233
1/19/06 16:00,206 GIFFORD WAY,3,3C        ,877,BURGLARY - I RPT,7000,38.56595598,-121.4006742
1/19/06 16:00,24TH ST / MEADOWVIEW RD,5,5A        ,1396,TOWED/STORED VEH-14602.6,7000,38.48142831,-121.4803373
1/19/06 16:06,1727 KENWOOD ST,2,2B        ,546,TRAFFIC - I RPT,7000,38.62529444,-121.4258406
1/19/06 16:17,13TH ST / J ST,3,3M        ,735,TOWED/STORED VEH-14602.6,7000,38.57917936,-121.4892102
1/19/06 16:24,19TH ST / G ST,3,3B        ,726,TOWED/STORED VEHICLE,7000,38.58032651,-121.4798128
1/19/06 16:30,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000,38.63862878,-121.3815598
1/19/06 16:30,30TH ST / T ST,3,3C        ,861,4140 BP  POSS OF HYPO NEEDLE,3599,38.56211814,-121.4713211
1/19/06 16:30,600 K ST,3,3M        ,742,484 PETTY THEFT-SHOPLIFT,2303,38.5797426,-121.4987072
1/19/06 16:30,ADDISON WAY / AMANDA WAY,5,5A        ,1394,459 PC  BURGLARY BUSINESS,2203,38.48220754,-121.4851106
1/19/06 16:34,1342 PALOMAR CIR,4,4C        ,1279,5150 WI DANGER SELF/OTHERS,7000,38.49793266,-121.5076046
1/19/06 16:39,CALZADA WAY / SERIO WAY,5,5C        ,1654,20001(A) VC HIT/RUN INJ/DEATH,5401,38.44772249,-121.4101087
1/19/06 16:46,3301 FONG RANCH RD,1,1B        ,404,243(E)1 BATTERY NONCOHAB SPOUS,1315,38.63020663,-121.4959999
1/19/06 16:56,2360 53RD AVE,4,4B        ,1353,5150 WI DANGER SELF/OTHERS,7000,38.50289229,-121.4831689
1/19/06 16:59,21ST ST / FLORIN RD,4,5A        ,1354,TOWED/STORED VEH-14602.6,7000,38.49572558,-121.4912641
1/19/06 17:00,3907 SAN CARLOS WAY,6,6A        ,1052,484 PC PETTY THEFT,2399,38.53921315,-121.461558
1/19/06 17:00,5500 MACK RD,5,5C        ,1623,484 PC  PETTY THEFT/ OUTSIDE,2309,38.47345298,-121.4355908
1/19/06 17:00,5433 9TH AVE,6,6B        ,1036,459 PC  BURGLARY RESIDENCE,2204,38.543788,-121.4418771
1/19/06 17:00,111 I ST,3,3M        ,731,594(B)(2)(A)VANDALISM GRAF-400,2999,38.58468227,-121.5043854
1/19/06 17:08,7830 48TH AVE,6,6C        ,1445,11350(A)HS POSS CNTRL SUBST,3532,38.50890986,-121.4121265
1/19/06 17:17,16TH ST / P ST,3,3A        ,766,10.48.150 E FALSIFY PKG PERMIT,7399,38.57147205,-121.4880901
1/19/06 17:17,3500 FOLSOM BLVD,3,3C        ,853,CASUALTY REPORT,7000,38.56617746,-121.4625542
1/19/06 17:25,2505 RIVERSIDE BLVD,4,4A        ,905,484 PC   PETTY THEFT/INSIDE,2308,38.56201402,-121.4972545
