cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/16/06 23:00,6525 VALLEY HI DR,5,5C        ,1623,10852 VC VEHICLE TAMPERING,2999,38.46945288,-121.4279242
1/16/06 23:00,2217 W ST,3,3B        ,787,594(B)(2)(A) VANDALISM/ -$400,2999,38.56179004,-121.4825709
1/16/06 23:30,227 JIBBOOM ST,3,3A        ,721,10851(A)VC TAKE VEH W/O OWNER,2404,38.59572389,-121.5050785
1/16/06 23:35,5330 ONTARIO ST,6,6C        ,1153,CHILD WELFARE - I RPT,7000,38.52731583,-121.4137192
1/16/06 23:46,2560 BOXWOOD ST,2,2B        ,564,211 PC  ROBBERY UNSPECIFIED,1299,38.6122991,-121.445824
1/16/06 23:59,2217 CITRINE WAY,1,1A        ,348,10851(A)VC TAKE VEH W/O OWNER,2404,38.63839743,-121.5106604
1/17/06 0:00,2710 O ST,3,3B        ,768,484 PETTY THEFT CLOUT UNLOCKED,2305,38.56822282,-121.4726224
1/17/06 0:01,1755 CREEKSIDE OAKS DR,1,1B        ,443,484 PETTY THEFT/LICENSE PLATE,2399,38.60969502,-121.5005579
1/17/06 0:01,3066 FREEPORT BLVD,4,4A        ,925,GRAFFITI PROBLEMS- I RPT,7000,38.5488551,-121.4908853
1/17/06 0:01,1389 7TH AVE,4,4A        ,934,487(A) GRAND THEFT-INSIDE,2308,38.54965713,-121.5010236
1/17/06 0:01,3053 NOTRE DAME DR,3,3C        ,1115,484 PC   PETTY THEFT/INSIDE,2308,38.54899682,-121.3974738
1/17/06 0:01,1821 VALLEJO WAY,4,4A        ,926,484 PC  PETTY THEFT/ OUTSIDE,2309,38.55218963,-121.4923547
1/17/06 0:15,2828 AQUINO DR,1,1B        ,422,10851(A)VC TAKE VEH W/O OWNER,2404,38.61733037,-121.510595
1/17/06 0:19,EL CAMINO AVE / BOXWOOD ST,2,2C        ,564,529 PC FALSE PERSONATION,2604,38.61112011,-121.4461937
1/17/06 0:21,1826 1/2 O ST,3,3B        ,766,NEIGHBORHOOD DISTURBANCE-I RPT,7000,38.57161734,-121.4843219
1/17/06 0:24,2940 42ND ST,6,6A        ,1015,TRAFFIC-ACCIDENT-NON INJURY,5400,38.54743009,-121.4582582
1/17/06 0:30,5130 MONETTA LN,1,1A        ,130,459 PC  BURGLARY VEHICLE,2299,38.66402692,-121.546884
1/17/06 0:30,3659 FAR NIENTE WAY,1,1A        ,333,10851(A)VC TAKE VEH W/O OWNER,2404,38.63499923,-121.5288499
1/17/06 0:50,24TH ST / FRUITRIDGE RD,4,4B        ,977,TOWED/STORED VEH-14602.6,7000,38.5248104,-121.483171
1/17/06 1:00,1509 EXPOSITION BLVD,2,2C        ,626,459 PC  BURGLARY VEHICLE,2299,38.59648756,-121.4355093
1/17/06 1:03,12TH ST / J ST,3,3M        ,735,TOWED/STORED VEH-14602.6,7000,38.57960099,-121.4907988
1/17/06 1:21,4451 GATEWAY PARK BLVD,1,1A        ,306,211 PC ROBBERY-PURSE SNATCH,1210,38.65407136,-121.5048798
1/17/06 1:39,65 LA FRESA CT,5,5B        ,1602,TOWED/STORED VEH-14602.6,7000,38.48899029,-121.4563746
1/17/06 2:00,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000,38.63862878,-121.3815598
1/17/06 2:00,5341 MICHAEL WAY,4,4A        ,965,10851(A)VC TAKE VEH W/O OWNER,2404,38.52640925,-121.4970403
1/17/06 2:19,2400 DEL PASO BLVD,2,2B        ,564,11364 HS POSS DRUG PARAPH,3599,38.61140992,-121.4476543
1/17/06 2:30,555 DISPLAY WAY,2,2A        ,511,459 PC  BURGLARY BUSINESS,2203,38.6405243,-121.454431
1/17/06 2:42,3671 FRANKLIN BLVD,4,4A        ,937,11364 HS POSS DRUG PARAPH,3599,38.54139021,-121.4752017
1/17/06 3:00,11 SUBURBAN CT,6,6B        ,1088,459 PC  BURGLARY VEHICLE,2299,38.53078613,-121.4306454
1/17/06 3:00,4895 STOCKTON BLVD,6,6B        ,1064,487(A) PC GRAND THEFT,2303,38.53131653,-121.445432
1/17/06 3:10,3501 NORTHGATE BLVD,1,1C        ,406,11377(A)HS POSS AMPHETAMINES,3572,38.63004757,-121.4762363
1/17/06 4:00,330 HAWKCREST CIR,1,1A        ,130,459 PC  BURGLARY VEHICLE,2299,38.66218212,-121.5498201
1/17/06 4:34,2600 SAN FERNANDO WAY,4,4A        ,908,PETTY THEFT - I RPT,7000,38.55582667,-121.4766447
1/17/06 4:54,717 34TH ST,3,3C        ,822,TOWED/STORED VEHICLE,7000,38.57421261,-121.4591287
1/17/06 5:00,2342 WORSHAM AVE,4,4B        ,1344,459 PC  BURGLARY VEHICLE,2299,38.50502839,-121.484345
1/17/06 5:18,BOXWOOD ST / EL CAMINO AVE,2,2C        ,564,TOWED/STORED VEHICLE,7000,38.61112011,-121.4461937
1/17/06 5:45,2017 17TH ST,3,3A        ,785,10851(A)VC TAKE VEH W/O OWNER,2404,38.56601548,-121.4886224
1/17/06 5:57,MEADOWVIEW RD / DETROIT BLVD,5,5A        ,1398,TRAFFIC-ACCIDENT INJURY,5400,38.48151147,-121.4684313
1/17/06 6:30,7684 19TH ST,5,5A        ,1502,459 PC  BURGLARY RESIDENCE,2204,38.47765971,-121.4955741
1/17/06 7:00,7257 MILFORD ST,5,5A        ,1361,10851(A)VC TAKE VEH W/O OWNER,2404,38.49371194,-121.4998771
