cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/21/06 22:45,COSUMNES RIVER BLVD / HWY 99 SB,5,5C        ,1639,TRAFFIC-ACCIDENT INJURY,5400,38.45768744,-121.4176675
1/21/06 22:49,2ND ST / K ST,3,3M        ,741,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.58203886,-121.5046032
1/21/06 22:58,21ST AVE / 65TH STREET EXPY,6,6B        ,1131,192(C)(2)VEH MAN W/O GROSS NEG,909,38.53230306,-121.4275429
1/21/06 23:00,506 TENAYA AVE,1,1C        ,419,459 PC  BURGLARY VEHICLE,2299,38.6226827,-121.4737527
1/21/06 23:00,3333 FRUITRIDGE RD,4,4B        ,969,484 PETTY THEFT/LICENSE PLATE,2399,38.52545833,-121.4709983
1/21/06 23:00,1900 URBANA WAY,1,1B        ,411,459 PC  BURGLARY VEHICLE,2299,38.62379897,-121.5052301
1/21/06 23:00,161 WATERGLEN CIR,3,3C        ,899,487(A) GRAND THEFT-INSIDE,2308,38.56365214,-121.3860079
1/21/06 23:00,BRUCEVILLE RD / COSUMNES RIVER BLVD,5,5C        ,1639,TOWED/STORED VEHICLE,7000,38.45768744,-121.4176675
1/21/06 23:15,2583 16TH ST,4,4A        ,906,211 PC  ROBBERY UNSPECIFIED,1299,38.56023256,-121.4923709
1/21/06 23:18,3705 17TH AVE,6,6A        ,1061,MISSING PERSON,7000,38.5370682,-121.4668149
1/21/06 23:25,G ST / 29TH ST,3,3B        ,728,242 PC  BATTERY CIVILIAN,1313,38.57676186,-121.4664482
1/21/06 23:27,7706 51ST AVE,6,6C        ,1445,246 PC SHOOT OCCUP DWELL/VEH,5213,38.50534592,-121.4121873
1/21/06 23:33,21ST AVE / FRANKLIN BLVD,4,4B        ,958,11377(A)HS POSS AMPHETAMINES,3572,38.53405028,-121.4776224
1/21/06 23:35,3748 MADRONE WAY,1,1A        ,348,THREATS - I RPT,7000,38.63656065,-121.5100674
1/21/06 23:59,75 VILLAGE GREEN DR,2,2A        ,238,484 PC   PETTY THEFT/INSIDE,2308,38.6427604,-121.4228743
1/21/06 23:59,2707 COLEMAN WAY,4,4A        ,937,594(B)(2)(A) VANDALISM/ -$400,2999,38.54189707,-121.4773762
1/22/06 0:00,4TH AVE / 65TH ST,6,6B        ,1111,10851(A)VC TAKE VEH W/O OWNER,2404,38.54826969,-121.4278799
1/22/06 0:00,3115 42ND ST,6,6A        ,1034,10851(A)VC TAKE VEH W/O OWNER,2404,38.54590243,-121.4574761
1/22/06 0:00,436 HOWE AVE,3,3C        ,877,484G(B) PC ACCESS CARD FRAUD,2605,38.5732988,-121.4135687
1/22/06 0:00,3701 55TH ST,6,6B        ,1056,459 PC  BURGLARY VEHICLE,2299,38.5410297,-121.4410246
1/22/06 0:00,2029 H ST,3,3B        ,726,374.4(A) LITTERING,7399,38.57891009,-121.4780915
1/22/06 0:00,2322 Q ST,3,3B        ,767,484 PC   PETTY THEFT/INSIDE,2308,38.56737967,-121.4786515
1/22/06 0:01,412 13TH ST,3,3A        ,715,10851(A)VC TAKE VEH W/O OWNER,2404,38.58535847,-121.4868954
1/22/06 0:01,6000 LEMON HILL AVE,6,6B        ,1421,484 PETTY THEFT/LICENSE PLATE,2399,38.5149777,-121.4351262
1/22/06 0:01,2867 NORCROSS DR,1,1C        ,437,459 PC  BURGLARY VEHICLE,2299,38.61842097,-121.4835074
1/22/06 0:01,2556 20TH ST,4,4A        ,907,594(B)(2)(A) VANDALISM/ -$400,2999,38.55924745,-121.4875413
1/22/06 0:01,720 38TH ST,3,3C        ,822,459 PC  BURGLARY VEHICLE,2299,38.57306779,-121.4550798
1/22/06 0:01,BROADGATE DR / DEL PASO RD,1,1A        ,130,594(B)(1)PC  VANDALISM +$400,2999,38.65568296,-121.5436137
1/22/06 0:01,6200 GREENHAVEN DR,4,4C        ,1265,459 PC  BURGLARY VEHICLE,2299,38.51427486,-121.5276299
1/22/06 0:01,2400 7TH AVE,4,4A        ,937,459 PC  BURGLARY VEHICLE,2299,38.54504586,-121.4820839
1/22/06 0:01,1901 G ST,3,3B        ,726,530.5 PC USE PERSONAL ID INFO,2604,38.58047622,-121.4795213
1/22/06 0:01,1040 RIO LN,4,4A        ,1203,GRAND THEFT - I RPT,7000,38.53249542,-121.5199373
1/22/06 0:08,1425 65TH ST,3,3C        ,856,211 PC ROBBERY- BUSINESS,1299,38.55402191,-121.4277708
1/22/06 0:12,2415 D ST,3,3B        ,717,5150 WI DANGER SELF/OTHERS,7000,38.58198348,-121.4709815
1/22/06 0:13,11TH ST / Q ST,3,3A        ,764,23152(A) VC DUI-ALCOHOL/DRUGS,5404,38.57221296,-121.4954827
1/22/06 0:17,2763 RIVER PLAZA DR,1,1B        ,478,484 PC-PETTY THEFT-COIN MACHIN,2307,38.60873755,-121.5262517
1/22/06 0:28,7399 21ST ST,5,5A        ,1364,MISSING PERSON I RPT,7000,38.48927466,-121.4917258
1/22/06 0:30,5801 WALLACE AVE,6,6C        ,1404,10851(A)VC TAKE VEH W/O OWNER,2404,38.52145848,-121.4163888
1/22/06 0:49,7399 21ST ST,5,5A        ,1364,MISSING PERSON I RPT,7000,38.48927466,-121.4917258
1/22/06 1:00,9TH ST / V ST,3,3A        ,784,BATTERY - I RPT,7000,38.56746233,-121.5005108
